"GISJOIN","GISJOIN_T","COUNTY_CODE","STATEA","COUNTYA","TRACTA","BLOCKA","ET2001","ET2002","ET2003","ET2004","ET2005","ET2006","ET2007","ET2008","ET2009","ET2010"
"G1100010005701503","G1100010005701",11001,11,1,5701,"503",392,11,2,51,1,6,0,0,3,11
"G1100010005701504","G1100010005701",11001,11,1,5701,"504",188,8,0,9,1,3,0,0,0,0
"G1100010005701506","G1100010005701",11001,11,1,5701,"506",331,29,2,41,1,8,2,0,2,4
"G1100010005701508","G1100010005701",11001,11,1,5701,"508",182,10,0,11,1,2,0,0,0,1
"G1100010005702104","G1100010005702",11001,11,1,5702,"104",7,6,0,0,0,1,0,0,0,0
"G1100010005702211","G1100010005702",11001,11,1,5702,"211",1,0,0,0,0,1,0,0,0,0
"G11000100058102","G11000100058",11001,11,1,58,"102",0,0,0,49,0,0,0,0,0,0
"G11000100058105","G11000100058",11001,11,1,58,"105",0,0,0,1,0,0,0,0,0,0
"G11000100058113","G11000100058",11001,11,1,58,"113",2,5,0,282,0,8,0,0,7,0
"G11000100058114","G11000100058",11001,11,1,58,"114",50,124,3,98,0,16,7,0,0,4
"G11000100058115","G11000100058",11001,11,1,58,"115",0,0,0,28,0,0,0,0,0,2
"G11000100058116","G11000100058",11001,11,1,58,"116",0,0,0,13,0,0,0,0,0,0
"G11000100058117","G11000100058",11001,11,1,58,"117",1,5,0,47,0,0,0,0,0,0
"G11000100058118","G11000100058",11001,11,1,58,"118",7,20,0,1,0,0,0,0,0,0
"G11000100058126","G11000100058",11001,11,1,58,"126",4,0,0,0,0,0,0,0,0,0
"G11000100058201","G11000100058",11001,11,1,58,"201",3,0,0,0,0,0,0,0,0,0
"G11000100059102","G11000100059",11001,11,1,59,"102",0,2,0,0,0,0,0,0,0,0
"G11000100059110","G11000100059",11001,11,1,59,"110",22,68,0,0,0,0,0,0,0,1
"G11000100059111","G11000100059",11001,11,1,59,"111",62,460,0,11,0,8,6,0,0,7
"G11000100059116","G11000100059",11001,11,1,59,"116",74,624,2,2,0,0,0,0,0,1
"G11000100059203","G11000100059",11001,11,1,59,"203",0,53,2,0,0,2,0,0,0,0
"G11000100059404","G11000100059",11001,11,1,59,"404",9,58,2,0,0,10,0,0,0,0
"G11000100059407","G11000100059",11001,11,1,59,"407",20,17,0,0,0,4,0,0,0,0
"G11000100059408","G11000100059",11001,11,1,59,"408",9,91,1,18,0,15,5,0,0,6
"G11000100059411","G11000100059",11001,11,1,59,"411",8,264,1,8,1,2,0,0,0,0
"G1100010006001304","G1100010006001",11001,11,1,6001,"304",697,808,4,42,6,40,17,7,0,12
"G1100010006001306","G1100010006001",11001,11,1,6001,"306",187,190,5,12,6,18,1,0,0,21
"G1100010006020101","G1100010006020",11001,11,1,6020,"101",0,0,0,0,0,0,0,0,0,0
"G1100010006020102","G1100010006020",11001,11,1,6020,"102",1,49,0,0,0,0,0,0,0,0
"G1100010006020103","G1100010006020",11001,11,1,6020,"103",4,260,0,0,0,4,11,0,0,0
"G1100010006020104","G1100010006020",11001,11,1,6020,"104",0,237,0,0,0,0,0,0,0,0
"G1100010006020105","G1100010006020",11001,11,1,6020,"105",0,225,0,0,0,0,0,0,0,0
"G11000100061207","G11000100061",11001,11,1,61,"207",34,26,1,0,0,0,0,0,0,0
"G11000100061208","G11000100061",11001,11,1,61,"208",49,46,0,5,0,3,0,0,0,1
"G11000100061209","G11000100061",11001,11,1,61,"209",73,11,0,2,0,2,5,0,0,0
"G11000100061210","G11000100061",11001,11,1,61,"210",288,241,2,26,0,4,1,0,0,2
"G11000100061211","G11000100061",11001,11,1,61,"211",184,334,1,27,2,18,6,0,2,20
"G11000100061212","G11000100061",11001,11,1,61,"212",371,223,1,27,2,12,2,0,1,3
"G1100010006201101","G1100010006201",11001,11,1,6201,"101",0,0,0,0,0,3,0,0,0,0
"G1100010006201104","G1100010006201",11001,11,1,6201,"104",10,0,0,1,0,0,0,0,0,0
"G1100010006201108","G1100010006201",11001,11,1,6201,"108",0,0,0,0,0,0,0,0,0,0
"G1100010006201203","G1100010006201",11001,11,1,6201,"203",37,0,0,0,0,0,0,0,0,0
"G1100010006202101","G1100010006202",11001,11,1,6202,"101",14,0,0,0,0,1,0,0,0,0
"G1100010006202102","G1100010006202",11001,11,1,6202,"102",3,0,0,0,0,1,0,0,0,0
"G1100010006202106","G1100010006202",11001,11,1,6202,"106",2,0,0,0,0,0,0,0,0,0
"G1100010006202201","G1100010006202",11001,11,1,6202,"201",1,0,0,0,0,0,0,0,0,0
"G1100010006202203","G1100010006202",11001,11,1,6202,"203",7,0,0,0,0,0,0,0,0,0
"G1100010006202301","G1100010006202",11001,11,1,6202,"301",0,4,0,0,0,0,0,0,0,0
"G1100010006202303","G1100010006202",11001,11,1,6202,"303",2,1,0,0,0,0,0,0,0,0
"G1100010006202319","G1100010006202",11001,11,1,6202,"319",1,1,0,0,0,0,0,0,0,0
"G1100010006202322","G1100010006202",11001,11,1,6202,"322",0,0,0,0,0,0,0,0,0,0
"G1100010006202329","G1100010006202",11001,11,1,6202,"329",1,0,0,0,0,0,0,0,0,0
"G1100010006202330","G1100010006202",11001,11,1,6202,"330",0,1,0,0,0,0,0,0,0,0
"G1100010006202331","G1100010006202",11001,11,1,6202,"331",0,2,0,0,0,0,0,0,0,0
"G1100010006202332","G1100010006202",11001,11,1,6202,"332",1,5,0,0,0,2,2,0,0,0
"G1100010006202422","G1100010006202",11001,11,1,6202,"422",0,3,0,0,0,0,0,0,0,0
"G1100010006301102","G1100010006301",11001,11,1,6301,"102",1015,480,3,22,3,24,14,1,1,2
"G1100010006301103","G1100010006301",11001,11,1,6301,"103",5,479,0,0,2,0,2,0,0,4
"G1100010006301105","G1100010006301",11001,11,1,6301,"105",117,3,0,1,0,2,0,0,0,1
"G1100010006301120","G1100010006301",11001,11,1,6301,"120",676,762,11,31,8,29,9,0,2,14
"G1100010006302101","G1100010006302",11001,11,1,6302,"101",266,55,1,5,0,12,1,1,0,9
"G1100010006410101","G1100010006410",11001,11,1,6410,"101",2,200,0,1,0,0,0,0,0,0
"G1100010006410105","G1100010006410",11001,11,1,6410,"105",1,343,1,0,0,0,2,0,0,0
"G1100010006410106","G1100010006410",11001,11,1,6410,"106",0,152,0,0,0,0,1,0,0,0
"G1100010006410107","G1100010006410",11001,11,1,6410,"107",0,275,0,4,0,0,4,0,0,0
"G1100010006410108","G1100010006410",11001,11,1,6410,"108",0,39,0,0,0,0,0,0,0,0
"G1100010006410108A","G1100010006410",11001,11,1,6410,"108A",3,81,0,0,0,0,0,0,0,3
"G1100010006410109","G1100010006410",11001,11,1,6410,"109",14,150,0,0,0,0,1,0,0,0
"G1100010006410109A","G1100010006410",11001,11,1,6410,"109A",2,99,0,0,0,1,0,0,0,0
"G1100010006410109B","G1100010006410",11001,11,1,6410,"109B",7,77,0,0,0,11,0,0,0,0
"G1100010006410110","G1100010006410",11001,11,1,6410,"110",10,30,0,3,0,0,0,0,0,0
"G1100010006410110A","G1100010006410",11001,11,1,6410,"110A",2,99,2,0,0,0,0,0,0,0
"G1100010006410110B","G1100010006410",11001,11,1,6410,"110B",0,98,0,0,0,0,0,0,0,0
"G1100010006410111","G1100010006410",11001,11,1,6410,"111",0,97,0,0,0,0,0,0,0,0
"G1100010006410111A","G1100010006410",11001,11,1,6410,"111A",3,195,0,0,0,0,1,0,0,0
"G1100010006410201","G1100010006410",11001,11,1,6410,"201",0,229,0,0,0,0,0,0,0,0
"G1100010006410202","G1100010006410",11001,11,1,6410,"202",0,223,7,0,0,2,0,3,0,5
"G1100010006410206","G1100010006410",11001,11,1,6410,"206",0,32,0,0,0,0,1,0,0,0
"G1100010006510101","G1100010006510",11001,11,1,6510,"101",47,1,0,10,0,1,0,0,0,0
"G1100010006510102","G1100010006510",11001,11,1,6510,"102",144,10,1,3,0,5,0,0,0,3
"G1100010006510103","G1100010006510",11001,11,1,6510,"103",30,1,0,1,0,2,1,0,0,0
"G1100010006510104","G1100010006510",11001,11,1,6510,"104",102,3,0,1,0,0,0,0,0,0
"G1100010006510106","G1100010006510",11001,11,1,6510,"106",40,9,0,0,0,0,0,0,0,0
"G1100010006510107","G1100010006510",11001,11,1,6510,"107",74,0,0,2,0,2,0,0,0,0
"G1100010006510108","G1100010006510",11001,11,1,6510,"108",30,6,0,0,0,2,0,0,0,0
"G1100010006510120","G1100010006510",11001,11,1,6510,"120",114,11,0,7,0,3,0,0,0,0
"G1100010006510201","G1100010006510",11001,11,1,6510,"201",80,18,1,4,0,0,0,0,0,0
"G1100010006510202","G1100010006510",11001,11,1,6510,"202",68,2,0,1,0,0,0,0,0,0
"G1100010006510203","G1100010006510",11001,11,1,6510,"203",51,24,0,1,1,0,0,0,0,1
"G1100010006510204","G1100010006510",11001,11,1,6510,"204",81,6,0,1,0,2,0,0,0,0
"G1100010006510205","G1100010006510",11001,11,1,6510,"205",82,23,0,0,0,7,0,0,0,4
"G1100010006510207","G1100010006510",11001,11,1,6510,"207",123,5,0,1,1,4,0,0,0,0
"G1100010006510302","G1100010006510",11001,11,1,6510,"302",150,28,0,6,0,3,0,0,0,0
"G1100010006510305","G1100010006510",11001,11,1,6510,"305",145,34,0,1,0,0,0,0,0,0
"G1100010006510401","G1100010006510",11001,11,1,6510,"401",176,14,0,1,0,10,0,0,0,0
"G1100010006510402","G1100010006510",11001,11,1,6510,"402",39,3,0,2,0,0,0,0,0,1
"G1100010006510403","G1100010006510",11001,11,1,6510,"403",31,8,0,3,0,0,0,0,0,0
"G1100010006510404","G1100010006510",11001,11,1,6510,"404",122,21,0,1,0,1,0,0,0,0
"G1100010006510406","G1100010006510",11001,11,1,6510,"406",139,5,1,7,0,2,0,0,0,0
"G1100010006510501","G1100010006510",11001,11,1,6510,"501",66,1,0,0,0,0,0,0,0,0
"G1100010006510502","G1100010006510",11001,11,1,6510,"502",108,6,0,1,0,2,0,0,0,0
"G11000100066101","G11000100066",11001,11,1,66,"101",125,5,2,1,0,2,0,0,0,0
"G11000100066102","G11000100066",11001,11,1,66,"102",158,30,2,5,0,2,0,0,1,0
"G11000100066103","G11000100066",11001,11,1,66,"103",60,7,0,0,0,1,0,0,0,0
"G11000100066104","G11000100066",11001,11,1,66,"104",73,5,0,2,0,1,2,0,0,0
"G11000100066105","G11000100066",11001,11,1,66,"105",221,15,1,3,0,4,0,0,0,5
"G11000100066106","G11000100066",11001,11,1,66,"106",111,5,0,2,0,8,0,0,0,4
"G11000100066201","G11000100066",11001,11,1,66,"201",38,1,0,0,0,1,0,0,0,0
"G11000100066202","G11000100066",11001,11,1,66,"202",81,3,0,0,0,0,0,0,0,4
"G11000100066203","G11000100066",11001,11,1,66,"203",95,3,1,0,0,1,0,0,0,0
"G11000100066206","G11000100066",11001,11,1,66,"206",41,3,0,1,0,0,0,0,0,1
"G11000100066220","G11000100066",11001,11,1,66,"220",85,8,0,19,0,2,0,1,0,2
"G11000100066301","G11000100066",11001,11,1,66,"301",68,6,1,0,0,1,0,0,0,0
"G11000100066302","G11000100066",11001,11,1,66,"302",145,14,0,2,0,4,0,2,0,0
"G11000100066303","G11000100066",11001,11,1,66,"303",7,0,0,0,0,0,0,0,0,0
"G11000100066306","G11000100066",11001,11,1,66,"306",97,2,0,1,0,0,0,0,0,0
"G11000100066308","G11000100066",11001,11,1,66,"308",93,1,1,3,0,0,0,0,0,1
"G11000100066309","G11000100066",11001,11,1,66,"309",85,1,0,0,0,1,1,0,0,0
"G1100010006710101","G1100010006710",11001,11,1,6710,"101",69,116,1,1,0,2,0,0,0,0
"G1100010006710102","G1100010006710",11001,11,1,6710,"102",134,90,0,6,0,3,0,0,0,2
"G1100010006710103","G1100010006710",11001,11,1,6710,"103",5,0,0,0,0,0,0,0,0,0
"G1100010006710104","G1100010006710",11001,11,1,6710,"104",138,96,0,4,0,8,0,0,0,4
"G1100010006710105","G1100010006710",11001,11,1,6710,"105",34,165,0,8,0,1,0,0,0,2
"G1100010006710107","G1100010006710",11001,11,1,6710,"107",3,13,0,0,0,0,0,0,0,0
"G1100010006710108","G1100010006710",11001,11,1,6710,"108",67,62,0,2,0,1,0,0,0,0
"G1100010006710109","G1100010006710",11001,11,1,6710,"109",36,16,1,0,0,0,0,0,0,0
"G1100010006710201","G1100010006710",11001,11,1,6710,"201",11,14,0,0,0,0,0,0,0,0
"G1100010006710202","G1100010006710",11001,11,1,6710,"202",61,19,0,1,0,0,0,0,0,0
"G1100010006710203","G1100010006710",11001,11,1,6710,"203",138,20,1,2,1,0,0,0,0,3
"G1100010006710204","G1100010006710",11001,11,1,6710,"204",103,34,0,0,0,0,0,0,0,0
"G1100010006710205","G1100010006710",11001,11,1,6710,"205",83,31,1,1,0,1,0,0,0,0
"G1100010006710206","G1100010006710",11001,11,1,6710,"206",76,32,0,0,0,1,0,0,0,0
"G1100010006710207","G1100010006710",11001,11,1,6710,"207",140,25,1,3,2,5,0,1,0,0
"G1100010006710208","G1100010006710",11001,11,1,6710,"208",158,34,0,0,0,3,1,0,0,3
"G1100010006710301","G1100010006710",11001,11,1,6710,"301",113,90,0,0,0,2,0,2,0,0
"G1100010006710302","G1100010006710",11001,11,1,6710,"302",72,20,0,5,0,0,0,0,0,1
"G1100010006710303","G1100010006710",11001,11,1,6710,"303",105,12,0,4,0,0,0,0,0,0
"G1100010006710304","G1100010006710",11001,11,1,6710,"304",82,18,0,4,0,4,0,0,0,1
"G1100010006710306","G1100010006710",11001,11,1,6710,"306",114,29,0,0,0,0,0,0,5,0
"G1100010006710307","G1100010006710",11001,11,1,6710,"307",124,18,0,3,0,1,0,0,0,0
"G1100010006710401","G1100010006710",11001,11,1,6710,"401",51,3,0,1,0,0,0,0,0,0
"G1100010006710402","G1100010006710",11001,11,1,6710,"402",75,26,2,1,0,7,0,0,0,0
"G1100010006710403","G1100010006710",11001,11,1,6710,"403",95,10,0,0,0,0,0,0,0,0
"G1100010006710404","G1100010006710",11001,11,1,6710,"404",35,4,1,0,0,0,0,0,0,0
"G1100010006710405","G1100010006710",11001,11,1,6710,"405",65,20,0,1,0,0,0,0,0,0
"G1100010006710406","G1100010006710",11001,11,1,6710,"406",100,21,1,0,0,0,0,0,0,0
"G1100010006710407","G1100010006710",11001,11,1,6710,"407",28,3,0,1,0,0,0,0,0,0
"G1100010006801101","G1100010006801",11001,11,1,6801,"101",13,206,0,0,0,0,1,0,0,1
"G1100010006801102","G1100010006801",11001,11,1,6801,"102",4,196,0,1,0,0,3,0,0,0
"G1100010006801103","G1100010006801",11001,11,1,6801,"103",10,120,0,0,0,0,0,0,0,0
"G1100010006801104","G1100010006801",11001,11,1,6801,"104",6,211,0,0,0,0,0,0,0,3
"G1100010006801105","G1100010006801",11001,11,1,6801,"105",16,114,0,0,0,0,2,0,0,3
"G1100010006801106","G1100010006801",11001,11,1,6801,"106",9,159,0,0,0,0,4,0,0,0
"G1100010006801107","G1100010006801",11001,11,1,6801,"107",10,146,0,0,0,1,0,0,0,0
"G1100010006801108","G1100010006801",11001,11,1,6801,"108",12,134,0,1,0,1,0,0,0,0
"G1100010006801109","G1100010006801",11001,11,1,6801,"109",1,37,0,0,0,0,0,0,0,0
"G1100010006801110","G1100010006801",11001,11,1,6801,"110",13,175,0,1,0,1,0,0,0,0
"G1100010006801201","G1100010006801",11001,11,1,6801,"201",10,158,1,0,0,0,0,0,0,0
"G1100010006801202","G1100010006801",11001,11,1,6801,"202",8,68,0,4,0,1,0,0,0,1
"G1100010006801203","G1100010006801",11001,11,1,6801,"203",5,97,0,0,0,0,3,0,0,1
"G1100010006801204","G1100010006801",11001,11,1,6801,"204",20,197,0,2,0,3,0,0,0,3
"G1100010006801205","G1100010006801",11001,11,1,6801,"205",20,103,0,1,0,0,0,0,0,0
"G1100010006801206","G1100010006801",11001,11,1,6801,"206",4,78,0,0,0,3,5,0,0,7
"G1100010006802101","G1100010006802",11001,11,1,6802,"101",8,83,0,0,0,0,0,0,0,0
"G1100010006802102","G1100010006802",11001,11,1,6802,"102",6,197,0,0,0,0,0,0,0,1
"G1100010006802104","G1100010006802",11001,11,1,6802,"104",14,195,1,0,0,1,2,0,0,0
"G1100010006802105","G1100010006802",11001,11,1,6802,"105",3,133,1,2,0,3,0,0,0,0
"G1100010006802106","G1100010006802",11001,11,1,6802,"106",16,123,0,2,0,0,0,0,0,0
"G1100010006802107","G1100010006802",11001,11,1,6802,"107",31,111,0,0,0,0,0,0,0,0
"G1100010006802201","G1100010006802",11001,11,1,6802,"201",46,130,0,11,0,3,1,0,0,1
"G1100010006802202","G1100010006802",11001,11,1,6802,"202",30,169,0,2,0,1,0,0,1,5
"G1100010006802203","G1100010006802",11001,11,1,6802,"203",8,167,0,0,0,0,3,0,0,0
"G1100010006802204","G1100010006802",11001,11,1,6802,"204",6,98,0,0,0,0,0,0,0,0
"G1100010006802206","G1100010006802",11001,11,1,6802,"206",21,79,0,0,0,0,1,0,0,0
"G1100010006802301","G1100010006802",11001,11,1,6802,"301",4,31,0,0,0,2,0,0,0,0
"G1100010006802302","G1100010006802",11001,11,1,6802,"302",20,108,0,3,0,0,0,0,0,0
"G1100010006802303","G1100010006802",11001,11,1,6802,"303",16,101,0,0,0,1,0,0,0,0
"G1100010006802304","G1100010006802",11001,11,1,6802,"304",37,123,1,0,0,3,0,0,0,2
"G1100010006802305","G1100010006802",11001,11,1,6802,"305",20,89,1,0,0,0,0,0,0,0
"G1100010006802308","G1100010006802",11001,11,1,6802,"308",1,73,0,0,0,0,0,0,0,2
"G1100010006804107","G1100010006804",11001,11,1,6804,"107",166,2872,9,7,2,30,51,4,0,33
"G1100010006804108","G1100010006804",11001,11,1,6804,"108",0,8,0,0,0,0,0,0,0,0
"G11000100069101","G11000100069",11001,11,1,69,"101",52,129,1,5,0,0,0,0,0,1
"G11000100069102","G11000100069",11001,11,1,69,"102",16,136,1,0,0,0,0,0,0,1
"G11000100069103","G11000100069",11001,11,1,69,"103",22,48,0,2,0,1,0,0,0,0
"G11000100069104","G11000100069",11001,11,1,69,"104",17,271,2,0,0,3,1,0,0,0
"G11000100069105","G11000100069",11001,11,1,69,"105",9,25,0,0,0,3,0,0,0,2
"G11000100069106","G11000100069",11001,11,1,69,"106",7,17,0,0,0,0,1,0,0,2
"G11000100069201","G11000100069",11001,11,1,69,"201",50,93,0,0,0,0,0,0,0,0
"G11000100069202","G11000100069",11001,11,1,69,"202",14,11,0,0,0,0,0,0,0,0
"G11000100069203","G11000100069",11001,11,1,69,"203",7,7,0,0,0,1,0,0,0,0
"G11000100069204","G11000100069",11001,11,1,69,"204",66,107,1,7,1,3,0,1,0,2
"G11000100069205","G11000100069",11001,11,1,69,"205",6,5,0,0,0,0,0,0,0,0
"G11000100069206","G11000100069",11001,11,1,69,"206",12,34,0,0,0,0,2,0,0,1
"G11000100069207","G11000100069",11001,11,1,69,"207",59,55,0,3,0,0,0,0,0,0
"G11000100069208","G11000100069",11001,11,1,69,"208",12,17,0,0,0,0,0,0,0,0
"G11000100069209","G11000100069",11001,11,1,69,"209",26,43,0,1,0,1,0,0,0,1
"G11000100069210","G11000100069",11001,11,1,69,"210",5,40,1,6,0,0,0,0,1,0
"G11000100069301","G11000100069",11001,11,1,69,"301",16,5,0,0,0,0,0,0,0,0
"G11000100069302","G11000100069",11001,11,1,69,"302",112,57,0,1,0,2,0,0,0,0
"G11000100069303","G11000100069",11001,11,1,69,"303",29,1,0,0,0,0,0,0,0,0
"G11000100069304","G11000100069",11001,11,1,69,"304",4,0,5,0,0,0,0,0,0,0
"G11000100069305","G11000100069",11001,11,1,69,"305",44,7,0,0,0,5,0,0,0,1
"G11000100069306","G11000100069",11001,11,1,69,"306",63,43,1,1,0,2,0,0,0,0
"G11000100069307","G11000100069",11001,11,1,69,"307",40,20,0,1,0,1,0,0,0,0
"G11000100069308","G11000100069",11001,11,1,69,"308",56,33,0,0,1,2,0,1,0,0
"G11000100069310","G11000100069",11001,11,1,69,"310",31,9,0,1,0,3,0,0,0,3
"G1100010007010106","G1100010007010",11001,11,1,7010,"106",24,0,0,2,0,0,0,0,0,1
"G1100010007010107","G1100010007010",11001,11,1,7010,"107",26,4,2,1,0,3,0,0,0,3
"G1100010007010108","G1100010007010",11001,11,1,7010,"108",52,16,2,9,0,0,0,0,0,0
"G1100010007010109","G1100010007010",11001,11,1,7010,"109",123,23,0,3,0,4,0,0,0,0
"G1100010007010110","G1100010007010",11001,11,1,7010,"110",24,1,0,0,0,0,0,0,0,0
"G1100010007010112","G1100010007010",11001,11,1,7010,"112",79,24,2,0,1,3,0,0,0,0
"G1100010007010113","G1100010007010",11001,11,1,7010,"113",14,2,0,0,0,0,0,0,0,0
"G1100010007010202","G1100010007010",11001,11,1,7010,"202",9,1,0,0,0,4,0,0,0,0
"G1100010007010203","G1100010007010",11001,11,1,7010,"203",124,26,3,3,0,4,0,0,0,0
"G1100010007010204","G1100010007010",11001,11,1,7010,"204",305,95,1,3,0,17,1,0,1,7
"G1100010007010205","G1100010007010",11001,11,1,7010,"205",86,65,0,14,0,10,0,0,0,4
"G1100010007010303","G1100010007010",11001,11,1,7010,"303",145,11,1,0,0,4,0,0,0,0
"G1100010007010304","G1100010007010",11001,11,1,7010,"304",140,20,0,7,0,2,0,0,0,1
"G1100010007010305","G1100010007010",11001,11,1,7010,"305",92,26,0,1,0,5,0,0,0,0
"G1100010007010306","G1100010007010",11001,11,1,7010,"306",16,18,0,0,0,0,0,0,0,0
"G1100010007010310","G1100010007010",11001,11,1,7010,"310",121,78,0,2,0,2,0,0,0,0
"G1100010007010312","G1100010007010",11001,11,1,7010,"312",72,41,2,0,0,0,0,0,0,0
"G1100010007010313","G1100010007010",11001,11,1,7010,"313",83,21,0,1,0,6,1,0,0,0
"G11000100071101","G11000100071",11001,11,1,71,"101",10,3,0,8,0,0,0,0,0,0
"G11000100071102","G11000100071",11001,11,1,71,"102",49,15,0,5,0,0,0,0,0,0
"G11000100071103","G11000100071",11001,11,1,71,"103",51,100,1,0,0,0,3,0,0,10
"G11000100071104","G11000100071",11001,11,1,71,"104",7,888,8,0,3,0,8,0,0,4
"G11000100071105","G11000100071",11001,11,1,71,"105",6,36,0,0,0,1,1,0,0,1
"G11000100071106","G11000100071",11001,11,1,71,"106",12,67,0,2,0,0,0,0,0,0
"G11000100071107","G11000100071",11001,11,1,71,"107",7,41,1,0,0,0,1,0,0,0
"G11000100071201","G11000100071",11001,11,1,71,"201",37,200,0,1,0,0,0,0,0,1
"G11000100071202","G11000100071",11001,11,1,71,"202",20,37,0,3,0,1,0,0,0,0
"G11000100071203","G11000100071",11001,11,1,71,"203",24,39,0,0,0,6,0,0,0,0
"G11000100071204","G11000100071",11001,11,1,71,"204",6,77,0,0,0,0,0,0,0,2
"G11000100071205","G11000100071",11001,11,1,71,"205",6,58,0,0,0,0,0,0,0,0
"G11000100071206","G11000100071",11001,11,1,71,"206",17,103,0,0,0,2,0,0,0,9
"G11000100071302","G11000100071",11001,11,1,71,"302",4,51,0,5,0,1,3,0,0,0
"G11000100071303","G11000100071",11001,11,1,71,"303",0,204,0,0,1,0,4,0,0,3
"G11000100071304","G11000100071",11001,11,1,71,"304",10,256,0,0,0,1,0,0,0,0
"G11000100071305","G11000100071",11001,11,1,71,"305",40,200,1,0,0,5,10,0,2,8
"G11000100071306","G11000100071",11001,11,1,71,"306",0,73,0,0,0,0,0,0,0,0
"G11000100072102","G11000100072",11001,11,1,72,"102",1,6,0,0,0,0,0,0,0,0
"G11000100072103","G11000100072",11001,11,1,72,"103",0,15,0,0,0,0,0,0,0,0
"G11000100072104","G11000100072",11001,11,1,72,"104",2,71,0,0,0,0,0,0,0,0
"G11000100072105","G11000100072",11001,11,1,72,"105",0,1,0,0,0,0,0,0,0,0
"G11000100072107","G11000100072",11001,11,1,72,"107",0,12,0,0,0,0,0,0,0,0
"G11000100072201","G11000100072",11001,11,1,72,"201",11,293,0,0,0,0,0,0,0,0
"G11000100072202","G11000100072",11001,11,1,72,"202",0,1,0,0,0,0,0,0,0,0
"G11000100072203","G11000100072",11001,11,1,72,"203",0,0,0,0,0,0,0,0,0,0
"G11000100072205","G11000100072",11001,11,1,72,"205",2,50,0,0,0,0,0,0,0,0
"G11000100072206","G11000100072",11001,11,1,72,"206",2,168,1,0,0,0,0,0,0,0
"G11000100072207","G11000100072",11001,11,1,72,"207",1,273,3,1,2,0,0,0,0,0
"G11000100072211","G11000100072",11001,11,1,72,"211",0,73,1,0,0,0,0,0,0,0
"G11000100072301","G11000100072",11001,11,1,72,"301",3,25,0,0,0,0,0,0,0,0
"G11000100072303","G11000100072",11001,11,1,72,"303",0,1,0,0,0,0,0,0,0,0
"G11000100072304","G11000100072",11001,11,1,72,"304",3,10,0,0,0,0,0,0,0,0
"G11000100072306","G11000100072",11001,11,1,72,"306",0,66,0,0,0,0,0,0,0,0
"G11000100072307","G11000100072",11001,11,1,72,"307",0,0,0,0,0,0,0,0,0,0
"G11000100072308","G11000100072",11001,11,1,72,"308",0,110,0,0,0,0,0,0,0,0
"G11000100072310","G11000100072",11001,11,1,72,"310",0,2,0,0,0,0,0,0,0,0
"G11000100072312","G11000100072",11001,11,1,72,"312",0,64,0,0,0,0,0,0,0,0
"G11000100072314","G11000100072",11001,11,1,72,"314",0,51,0,0,0,0,0,0,0,0
"G11000100072315","G11000100072",11001,11,1,72,"315",0,16,0,0,0,0,0,0,0,0
"G11000100072316","G11000100072",11001,11,1,72,"316",0,90,0,0,0,0,0,0,0,0
"G11000100072317","G11000100072",11001,11,1,72,"317",0,66,0,0,0,0,0,0,0,0
"G11000100072318","G11000100072",11001,11,1,72,"318",0,33,0,0,0,0,0,0,0,0
"G11000100072405","G11000100072",11001,11,1,72,"405",3,7,0,0,0,0,0,0,0,0
"G11000100072406","G11000100072",11001,11,1,72,"406",0,0,0,0,0,0,0,0,0,0
"G11000100072407","G11000100072",11001,11,1,72,"407",4,39,0,0,0,1,0,0,0,0
"G11000100072502","G11000100072",11001,11,1,72,"502",7,10,0,0,0,0,0,0,0,0
"G11000100072503B","G11000100072",11001,11,1,72,"503B",318,80,0,4,0,7,1,1,1,3
"G11000100072505","G11000100072",11001,11,1,72,"505",1,14,0,0,0,0,0,0,0,0
"G11000100072508","G11000100072",11001,11,1,72,"508",1,57,0,0,0,0,0,0,0,0
"G1100010007301104","G1100010007301",11001,11,1,7301,"104",86,32,2,1,0,0,0,0,0,3
"G1100010007301105A","G1100010007301",11001,11,1,7301,"105A",8,0,0,0,0,0,0,0,0,0
"G1100010007301105B","G1100010007301",11001,11,1,7301,"105B",40,0,0,0,0,0,0,0,0,0
"G1100010007301105C","G1100010007301",11001,11,1,7301,"105C",3485,1962,29,284,6,173,40,4,20,159
"G1100010007301108B","G1100010007301",11001,11,1,7301,"108B",14,7,0,4,0,0,0,0,0,0
"G1100010007301109","G1100010007301",11001,11,1,7301,"109",22,22,0,5,0,0,0,0,0,14
"G1100010007301111","G1100010007301",11001,11,1,7301,"111",10,16,0,0,0,2,0,0,0,1
"G1100010007301112","G1100010007301",11001,11,1,7301,"112",4,21,0,0,0,0,0,0,0,0
"G1100010007301113","G1100010007301",11001,11,1,7301,"113",30,24,0,1,0,0,2,0,0,3
"G1100010007301114","G1100010007301",11001,11,1,7301,"114",15,22,0,0,0,1,4,0,0,3
"G1100010007301115","G1100010007301",11001,11,1,7301,"115",2,3,0,0,0,0,0,0,0,0
"G1100010007301116","G1100010007301",11001,11,1,7301,"116",29,24,0,0,0,0,3,0,0,1
"G1100010007301117","G1100010007301",11001,11,1,7301,"117",9,7,0,5,0,0,0,0,0,0
"G1100010007301118","G1100010007301",11001,11,1,7301,"118",38,34,0,0,0,6,0,0,0,4
"G1100010007301119","G1100010007301",11001,11,1,7301,"119",7,22,0,0,0,0,0,0,0,0
