"GISJOIN","GISJOIN_T","COUNTY_CODE","STATEA","COUNTYA","TRACTA","BLOCKA","ET2001","ET2002","ET2003","ET2004","ET2005","ET2006","ET2007","ET2008","ET2009","ET2010"
"G11000100026302","G11000100026",11001,11,1,26,"302",19,70,0,3,0,0,0,0,0,0
"G11000100026303","G11000100026",11001,11,1,26,"303",11,33,2,0,0,0,0,0,0,0
"G11000100026304","G11000100026",11001,11,1,26,"304",31,20,0,1,0,1,0,0,0,0
"G11000100026305","G11000100026",11001,11,1,26,"305",24,22,0,1,0,0,0,0,0,1
"G11000100026306","G11000100026",11001,11,1,26,"306",39,38,0,3,1,0,2,0,2,0
"G11000100026307","G11000100026",11001,11,1,26,"307",2,32,0,1,0,0,0,0,0,0
"G11000100026308","G11000100026",11001,11,1,26,"308",6,14,0,0,0,0,0,0,0,0
"G11000100026309","G11000100026",11001,11,1,26,"309",135,274,0,5,0,6,7,0,0,8
"G11000100026311","G11000100026",11001,11,1,26,"311",28,6,0,0,0,1,0,0,0,0
"G11000100026312","G11000100026",11001,11,1,26,"312",48,6,0,2,0,1,0,0,0,0
"G11000100026313","G11000100026",11001,11,1,26,"313",20,15,0,0,0,0,1,0,0,0
"G1100010002701101","G1100010002701",11001,11,1,2701,"101",485,633,3,42,14,97,28,0,6,92
"G1100010002701102","G1100010002701",11001,11,1,2701,"102",264,176,0,10,0,17,9,0,0,10
"G1100010002701103","G1100010002701",11001,11,1,2701,"103",98,20,1,6,0,0,0,0,0,2
"G1100010002701104","G1100010002701",11001,11,1,2701,"104",145,70,0,12,1,20,15,1,4,29
"G1100010002701111","G1100010002701",11001,11,1,2701,"111",8,20,0,0,0,10,4,0,0,25
"G1100010002701112","G1100010002701",11001,11,1,2701,"112",129,33,0,6,0,10,0,1,0,7
"G1100010002701201","G1100010002701",11001,11,1,2701,"201",25,72,0,0,2,1,0,0,0,3
"G1100010002701202","G1100010002701",11001,11,1,2701,"202",18,31,0,5,0,4,0,0,0,18
"G1100010002701203","G1100010002701",11001,11,1,2701,"203",96,149,2,6,7,102,47,4,0,333
"G1100010002701204","G1100010002701",11001,11,1,2701,"204",51,145,0,157,0,22,1,0,4,38
"G1100010002701206","G1100010002701",11001,11,1,2701,"206",133,145,0,13,1,24,5,0,0,25
"G1100010002701207","G1100010002701",11001,11,1,2701,"207",128,398,0,3,3,2,3,0,0,0
"G1100010002701208","G1100010002701",11001,11,1,2701,"208",84,65,0,4,0,3,0,0,0,5
"G1100010002702101","G1100010002702",11001,11,1,2702,"101",121,435,0,22,2,52,9,5,1,179
"G1100010002702102","G1100010002702",11001,11,1,2702,"102",42,200,5,11,1,181,37,11,1,501
"G1100010002702104","G1100010002702",11001,11,1,2702,"104",29,32,0,2,0,38,11,5,1,79
"G1100010002702105","G1100010002702",11001,11,1,2702,"105",55,24,0,0,0,8,3,0,0,40
"G1100010002702106","G1100010002702",11001,11,1,2702,"106",3,0,0,0,0,0,0,0,0,0
"G1100010002702107","G1100010002702",11001,11,1,2702,"107",1,0,0,0,0,0,0,0,0,0
"G1100010002702201","G1100010002702",11001,11,1,2702,"201",128,122,0,5,2,97,14,4,1,197
"G1100010002702202","G1100010002702",11001,11,1,2702,"202",198,75,0,4,0,6,6,0,0,20
"G1100010002702203","G1100010002702",11001,11,1,2702,"203",124,52,1,8,0,19,1,0,0,20
"G1100010002702204","G1100010002702",11001,11,1,2702,"204",72,60,0,7,0,19,2,0,0,26
"G1100010002702205","G1100010002702",11001,11,1,2702,"205",169,174,2,20,6,54,5,0,2,41
"G1100010002702206","G1100010002702",11001,11,1,2702,"206",56,29,0,2,2,43,8,0,0,38
"G1100010002702207","G1100010002702",11001,11,1,2702,"207",310,311,2,8,2,26,2,0,1,7
"G1100010002702301","G1100010002702",11001,11,1,2702,"301",118,20,0,5,3,2,1,0,0,7
"G1100010002702302","G1100010002702",11001,11,1,2702,"302",123,29,1,0,0,4,1,0,0,20
"G1100010002702303","G1100010002702",11001,11,1,2702,"303",188,54,2,2,3,12,0,0,0,17
"G1100010002702304","G1100010002702",11001,11,1,2702,"304",164,76,0,5,1,16,10,0,0,13
"G1100010002702305","G1100010002702",11001,11,1,2702,"305",78,69,0,1,0,3,0,0,0,0
"G1100010002702307","G1100010002702",11001,11,1,2702,"307",69,45,0,0,0,0,0,0,0,12
"G1100010002702310","G1100010002702",11001,11,1,2702,"310",164,103,1,8,3,3,2,0,0,27
"G1100010002801101","G1100010002801",11001,11,1,2801,"101",7,65,0,13,0,11,0,0,0,6
"G1100010002801102","G1100010002801",11001,11,1,2801,"102",12,153,0,0,2,8,9,0,0,14
"G1100010002801103","G1100010002801",11001,11,1,2801,"103",28,328,0,8,0,55,11,0,0,99
"G1100010002801104","G1100010002801",11001,11,1,2801,"104",17,39,0,14,0,7,0,0,0,25
"G1100010002801105","G1100010002801",11001,11,1,2801,"105",17,139,0,0,1,22,26,0,0,77
"G1100010002801106","G1100010002801",11001,11,1,2801,"106",10,515,4,0,0,2,2,0,0,23
"G1100010002801107","G1100010002801",11001,11,1,2801,"107",9,132,1,0,2,53,10,0,0,98
"G1100010002801108","G1100010002801",11001,11,1,2801,"108",15,135,0,0,0,8,6,0,0,29
"G1100010002801109","G1100010002801",11001,11,1,2801,"109",8,140,0,0,2,11,4,0,0,30
"G1100010002801110","G1100010002801",11001,11,1,2801,"110",8,7,0,0,0,0,1,0,0,5
"G1100010002801111","G1100010002801",11001,11,1,2801,"111",16,490,0,48,6,80,57,6,23,214
"G1100010002802201","G1100010002802",11001,11,1,2802,"201",51,369,0,18,0,86,18,1,4,45
"G1100010002802202","G1100010002802",11001,11,1,2802,"202",80,482,2,124,2,151,78,1,12,337
"G1100010002802203","G1100010002802",11001,11,1,2802,"203",13,35,0,28,0,13,2,0,3,0
"G1100010002802204","G1100010002802",11001,11,1,2802,"204",5,176,0,1,0,25,17,0,0,78
"G1100010002802205","G1100010002802",11001,11,1,2802,"205",62,314,6,32,7,142,38,2,2,338
"G1100010002802206","G1100010002802",11001,11,1,2802,"206",21,77,1,7,5,134,14,2,4,264
"G1100010002802207","G1100010002802",11001,11,1,2802,"207",48,17,0,9,0,0,0,0,0,15
"G1100010002802208","G1100010002802",11001,11,1,2802,"208",41,251,1,5,5,68,22,0,7,327
"G1100010002802209","G1100010002802",11001,11,1,2802,"209",4,214,0,1,0,2,0,0,1,3
"G11000100029101","G11000100029",11001,11,1,29,"101",2,72,0,0,0,0,2,0,0,0
"G11000100029102","G11000100029",11001,11,1,29,"102",7,395,1,3,0,29,8,0,0,20
"G11000100029103","G11000100029",11001,11,1,29,"103",3,163,0,0,0,7,4,0,0,3
"G11000100029104","G11000100029",11001,11,1,29,"104",0,203,0,0,0,13,5,0,0,19
"G11000100029105","G11000100029",11001,11,1,29,"105",13,351,0,1,2,8,1,0,0,5
"G11000100029106","G11000100029",11001,11,1,29,"106",8,288,0,1,0,10,0,0,0,10
"G11000100029107","G11000100029",11001,11,1,29,"107",9,133,0,0,0,0,1,0,0,9
"G11000100029108","G11000100029",11001,11,1,29,"108",3,150,0,0,0,0,5,0,0,39
"G11000100029201","G11000100029",11001,11,1,29,"201",5,237,0,0,0,4,16,0,0,9
"G11000100029203","G11000100029",11001,11,1,29,"203",1,117,0,4,0,4,17,0,5,42
"G11000100029204","G11000100029",11001,11,1,29,"204",4,101,2,1,2,0,0,0,0,7
"G11000100029205","G11000100029",11001,11,1,29,"205",1,77,0,3,0,0,0,0,4,5
"G11000100029206","G11000100029",11001,11,1,29,"206",2,111,0,0,0,2,1,0,0,4
"G11000100029207","G11000100029",11001,11,1,29,"207",6,79,1,0,0,1,9,0,0,0
"G11000100029208","G11000100029",11001,11,1,29,"208",0,94,1,0,0,1,10,0,2,15
"G11000100029209","G11000100029",11001,11,1,29,"209",0,119,0,0,0,0,0,0,0,4
"G11000100029210","G11000100029",11001,11,1,29,"210",7,231,0,1,0,20,4,0,0,8
"G11000100029211","G11000100029",11001,11,1,29,"211",22,440,1,0,4,85,24,1,0,107
"G11000100030101","G11000100030",11001,11,1,30,"101",6,99,1,0,1,7,3,0,0,23
"G11000100030102","G11000100030",11001,11,1,30,"102",19,178,0,1,0,0,0,0,0,3
"G11000100030103","G11000100030",11001,11,1,30,"103",23,312,0,1,0,5,11,0,0,71
"G11000100030104","G11000100030",11001,11,1,30,"104",18,218,2,2,0,13,11,0,0,34
"G11000100030105","G11000100030",11001,11,1,30,"105",48,243,1,3,2,12,7,0,1,38
"G11000100030107","G11000100030",11001,11,1,30,"107",3,230,1,0,0,1,3,0,0,9
"G11000100030108","G11000100030",11001,11,1,30,"108",20,571,0,0,0,12,4,0,0,20
"G11000100030109","G11000100030",11001,11,1,30,"109",16,303,4,0,0,0,9,0,0,19
"G11000100031101","G11000100031",11001,11,1,31,"101",0,13,0,0,0,0,0,0,0,0
"G11000100031102","G11000100031",11001,11,1,31,"102",0,110,0,0,0,2,0,0,0,12
"G11000100031103","G11000100031",11001,11,1,31,"103",0,142,0,0,0,13,5,0,0,3
"G11000100031104","G11000100031",11001,11,1,31,"104",0,149,0,0,1,0,2,0,2,14
"G11000100031105","G11000100031",11001,11,1,31,"105",4,173,0,0,0,22,4,0,0,7
"G11000100031106","G11000100031",11001,11,1,31,"106",9,229,0,0,1,7,2,0,0,17
"G11000100031108","G11000100031",11001,11,1,31,"108",6,129,1,0,0,2,0,0,1,0
"G11000100031109","G11000100031",11001,11,1,31,"109",1,245,1,1,0,3,1,1,0,8
"G11000100031110","G11000100031",11001,11,1,31,"110",0,182,0,0,0,7,7,0,0,0
"G11000100031111","G11000100031",11001,11,1,31,"111",1,136,1,0,0,4,8,0,0,9
"G11000100031112","G11000100031",11001,11,1,31,"112",2,172,0,5,0,3,1,0,0,25
"G11000100031113","G11000100031",11001,11,1,31,"113",1,172,0,0,0,0,4,0,0,14
"G11000100031114","G11000100031",11001,11,1,31,"114",6,141,0,2,0,17,7,0,0,8
"G11000100031205","G11000100031",11001,11,1,31,"205",2,135,1,0,0,11,5,4,0,43
"G11000100031206","G11000100031",11001,11,1,31,"206",7,169,0,0,0,7,10,0,0,5
"G11000100031207","G11000100031",11001,11,1,31,"207",3,208,1,0,0,18,2,0,0,0
"G11000100032101","G11000100032",11001,11,1,32,"101",1,151,0,0,0,0,5,0,0,6
"G11000100032103","G11000100032",11001,11,1,32,"103",14,300,0,1,0,9,1,0,0,11
"G11000100032104","G11000100032",11001,11,1,32,"104",1,173,0,0,0,0,6,0,0,16
"G11000100032105","G11000100032",11001,11,1,32,"105",2,136,0,0,0,0,0,0,0,0
"G11000100032106","G11000100032",11001,11,1,32,"106",0,150,0,0,0,0,0,0,0,0
"G11000100032107","G11000100032",11001,11,1,32,"107",1,140,1,0,0,0,0,0,0,6
"G11000100032201","G11000100032",11001,11,1,32,"201",0,114,0,0,0,0,2,0,0,6
"G11000100032202","G11000100032",11001,11,1,32,"202",0,47,0,0,0,0,0,0,0,0
"G11000100032203","G11000100032",11001,11,1,32,"203",1,157,0,0,0,0,0,0,0,6
"G11000100032204","G11000100032",11001,11,1,32,"204",0,127,0,0,0,0,0,0,0,9
"G11000100032205","G11000100032",11001,11,1,32,"205",0,111,0,0,0,0,1,0,0,0
"G11000100032206","G11000100032",11001,11,1,32,"206",6,292,2,4,0,0,3,0,0,17
"G11000100032301","G11000100032",11001,11,1,32,"301",0,82,0,0,0,0,0,0,0,11
"G11000100032302","G11000100032",11001,11,1,32,"302",7,69,2,0,0,0,6,0,0,0
"G11000100032303","G11000100032",11001,11,1,32,"303",0,770,0,4,0,5,25,0,0,4
"G11000100032304","G11000100032",11001,11,1,32,"304",1,151,0,0,0,0,2,0,0,4
"G11000100032305","G11000100032",11001,11,1,32,"305",1,242,5,0,2,0,7,0,0,42
"G11000100032306","G11000100032",11001,11,1,32,"306",3,151,0,3,0,0,0,0,0,0
"G11000100032307","G11000100032",11001,11,1,32,"307",0,130,0,0,0,0,4,0,0,2
"G11000100032308","G11000100032",11001,11,1,32,"308",0,286,1,1,0,12,0,2,0,14
"G11000100032309","G11000100032",11001,11,1,32,"309",3,293,0,0,0,14,9,0,0,6
"G11000100032310","G11000100032",11001,11,1,32,"310",1,115,0,0,0,6,6,0,0,0
"G11000100032403","G11000100032",11001,11,1,32,"403",16,152,1,0,7,6,10,0,0,9
"G11000100032404","G11000100032",11001,11,1,32,"404",0,110,0,0,0,0,8,2,0,0
"G1100010003301101","G1100010003301",11001,11,1,3301,"101",0,4,0,0,0,0,0,0,0,0
"G1100010003301103","G1100010003301",11001,11,1,3301,"103",10,249,0,0,0,0,0,0,0,4
"G1100010003301104","G1100010003301",11001,11,1,3301,"104",27,223,0,0,0,1,1,0,0,1
"G1100010003301105","G1100010003301",11001,11,1,3301,"105",15,242,2,0,0,1,0,0,0,0
"G1100010003301106","G1100010003301",11001,11,1,3301,"106",10,279,0,5,0,0,0,0,0,0
"G1100010003301201","G1100010003301",11001,11,1,3301,"201",22,328,2,5,0,0,0,0,0,5
"G1100010003301202","G1100010003301",11001,11,1,3301,"202",29,249,0,0,0,1,1,0,0,4
"G1100010003301203","G1100010003301",11001,11,1,3301,"203",7,123,0,0,0,0,0,0,0,1
"G1100010003301204","G1100010003301",11001,11,1,3301,"204",2,15,0,0,0,0,0,0,0,5
"G1100010003301205","G1100010003301",11001,11,1,3301,"205",10,132,0,1,0,0,0,0,0,12
"G1100010003301206","G1100010003301",11001,11,1,3301,"206",16,139,0,3,0,1,1,0,0,0
"G1100010003301301","G1100010003301",11001,11,1,3301,"301",6,49,0,0,0,0,1,0,0,0
"G1100010003301302","G1100010003301",11001,11,1,3301,"302",6,127,0,0,0,0,0,0,0,0
"G1100010003301303","G1100010003301",11001,11,1,3301,"303",13,130,2,0,0,0,0,0,0,0
"G1100010003301304","G1100010003301",11001,11,1,3301,"304",13,127,0,0,0,0,2,0,0,0
"G1100010003301305","G1100010003301",11001,11,1,3301,"305",1,213,0,1,0,1,1,0,0,0
"G1100010003301306","G1100010003301",11001,11,1,3301,"306",16,196,0,0,0,1,5,0,0,2
"G1100010003302101","G1100010003302",11001,11,1,3302,"101",15,189,0,0,0,0,0,0,0,0
"G1100010003302102","G1100010003302",11001,11,1,3302,"102",8,267,0,1,0,13,3,0,0,5
"G1100010003302103","G1100010003302",11001,11,1,3302,"103",5,80,0,0,0,0,0,0,0,0
"G1100010003302104","G1100010003302",11001,11,1,3302,"104",16,158,0,0,0,0,0,0,0,0
"G1100010003302105","G1100010003302",11001,11,1,3302,"105",9,261,0,0,0,0,0,0,0,0
"G1100010003302106","G1100010003302",11001,11,1,3302,"106",11,129,0,0,0,0,0,0,0,0
"G1100010003302201","G1100010003302",11001,11,1,3302,"201",7,137,0,0,0,0,1,0,0,3
"G1100010003302202","G1100010003302",11001,11,1,3302,"202",9,207,1,0,0,6,5,0,0,0
"G1100010003302203","G1100010003302",11001,11,1,3302,"203",2,107,0,6,0,0,1,0,0,0
"G1100010003302204","G1100010003302",11001,11,1,3302,"204",10,206,0,0,0,0,1,0,0,0
"G1100010003302206","G1100010003302",11001,11,1,3302,"206",4,108,0,0,0,0,0,0,0,0
"G11000100034101","G11000100034",11001,11,1,34,"101",2,713,0,1,0,0,18,0,0,1
"G11000100034103","G11000100034",11001,11,1,34,"103",2,453,1,0,0,0,1,1,0,1
"G11000100034104","G11000100034",11001,11,1,34,"104",0,175,0,2,0,0,2,0,0,0
"G11000100034105","G11000100034",11001,11,1,34,"105",0,122,0,0,0,0,0,0,0,0
"G11000100034107","G11000100034",11001,11,1,34,"107",0,146,2,9,0,0,4,0,0,1
"G11000100034206","G11000100034",11001,11,1,34,"206",0,12,0,0,0,0,0,0,0,0
"G11000100034301","G11000100034",11001,11,1,34,"301",2,579,0,0,1,5,1,0,0,3
"G11000100034302","G11000100034",11001,11,1,34,"302",0,238,8,0,0,2,5,1,0,0
"G11000100034303","G11000100034",11001,11,1,34,"303",1,82,0,0,0,0,0,0,0,0
"G11000100034304","G11000100034",11001,11,1,34,"304",0,105,0,0,0,0,0,0,0,0
"G11000100034305","G11000100034",11001,11,1,34,"305",8,154,0,1,0,0,0,0,0,0
"G11000100034306","G11000100034",11001,11,1,34,"306",9,393,3,0,0,0,10,0,0,3
"G11000100034401","G11000100034",11001,11,1,34,"401",7,120,0,0,0,0,0,0,0,0
"G11000100034402","G11000100034",11001,11,1,34,"402",7,116,1,0,0,0,0,0,0,1
"G11000100034403","G11000100034",11001,11,1,34,"403",6,88,0,0,0,1,8,0,2,0
"G11000100034404","G11000100034",11001,11,1,34,"404",7,139,3,3,0,3,5,0,0,0
"G11000100034406","G11000100034",11001,11,1,34,"406",2,107,0,0,0,0,2,0,0,3
"G11000100034407","G11000100034",11001,11,1,34,"407",5,129,0,1,1,1,0,0,0,5
"G11000100034501","G11000100034",11001,11,1,34,"501",0,53,0,0,0,0,0,0,0,0
"G11000100034502","G11000100034",11001,11,1,34,"502",5,102,0,5,0,8,0,0,0,0
"G11000100034503","G11000100034",11001,11,1,34,"503",9,52,0,0,0,0,0,0,0,0
"G11000100034504","G11000100034",11001,11,1,34,"504",3,53,0,0,0,0,0,0,0,0
"G11000100034505","G11000100034",11001,11,1,34,"505",0,51,0,0,0,0,0,0,0,3
"G11000100034507","G11000100034",11001,11,1,34,"507",12,86,0,0,0,0,0,0,0,0
"G11000100034508","G11000100034",11001,11,1,34,"508",2,73,0,4,0,0,1,0,0,2
"G11000100035101","G11000100035",11001,11,1,35,"101",7,197,1,0,0,0,6,0,0,0
"G11000100035102","G11000100035",11001,11,1,35,"102",0,56,0,0,0,0,0,0,0,0
"G11000100035103","G11000100035",11001,11,1,35,"103",0,212,0,0,0,6,0,0,0,9
"G11000100035104","G11000100035",11001,11,1,35,"104",7,275,1,4,1,0,0,0,0,13
"G11000100035105","G11000100035",11001,11,1,35,"105",3,146,1,0,0,3,10,0,0,9
"G11000100035106","G11000100035",11001,11,1,35,"106",5,177,0,0,0,7,1,0,0,12
"G11000100035107","G11000100035",11001,11,1,35,"107",9,269,0,0,2,0,10,0,0,26
"G11000100035201","G11000100035",11001,11,1,35,"201",9,17,0,0,0,1,0,0,0,3
"G11000100035202","G11000100035",11001,11,1,35,"202",0,50,0,0,0,0,0,0,0,0
"G11000100035203","G11000100035",11001,11,1,35,"203",2,572,1,0,0,8,3,0,0,16
"G11000100035204","G11000100035",11001,11,1,35,"204",0,5,0,0,0,0,0,0,0,0
"G11000100035205","G11000100035",11001,11,1,35,"205",0,13,0,0,0,8,0,0,0,0
"G11000100035206","G11000100035",11001,11,1,35,"206",0,6,0,0,0,0,0,0,0,0
"G11000100035207","G11000100035",11001,11,1,35,"207",0,6,0,0,0,0,0,0,0,0
"G11000100035209","G11000100035",11001,11,1,35,"209",0,17,0,0,0,0,0,0,0,0
"G11000100036101","G11000100036",11001,11,1,36,"101",9,106,0,0,0,4,0,0,0,0
"G11000100036102","G11000100036",11001,11,1,36,"102",13,312,0,1,1,16,12,0,0,18
"G11000100036103","G11000100036",11001,11,1,36,"103",24,442,1,4,0,1,2,0,0,40
"G11000100036104","G11000100036",11001,11,1,36,"104",45,222,3,0,1,10,6,0,0,28
"G11000100036105","G11000100036",11001,11,1,36,"105",50,197,0,0,1,4,1,0,0,6
"G11000100036106","G11000100036",11001,11,1,36,"106",24,402,0,5,0,49,6,0,0,6
"G11000100036107","G11000100036",11001,11,1,36,"107",17,386,2,0,0,49,10,0,1,47
"G11000100036108","G11000100036",11001,11,1,36,"108",21,374,1,4,3,1,0,0,0,25
"G11000100036109","G11000100036",11001,11,1,36,"109",7,99,1,0,0,12,5,0,0,0
"G11000100036111","G11000100036",11001,11,1,36,"111",1,968,2,1,0,0,0,0,0,5
"G11000100036112","G11000100036",11001,11,1,36,"112",3,112,0,1,0,31,0,0,0,11
"G11000100037101","G11000100037",11001,11,1,37,"101",50,586,2,11,2,23,5,0,2,75
"G11000100037103","G11000100037",11001,11,1,37,"103",18,773,0,26,3,13,14,0,2,9
"G11000100037104","G11000100037",11001,11,1,37,"104",32,599,2,1,2,18,8,0,0,37
"G11000100037105","G11000100037",11001,11,1,37,"105",6,386,2,9,0,9,13,0,0,42
"G11000100037106","G11000100037",11001,11,1,37,"106",13,218,4,2,0,12,1,0,0,42
"G11000100037107","G11000100037",11001,11,1,37,"107",19,563,0,2,4,37,6,0,6,193
"G11000100037109","G11000100037",11001,11,1,37,"109",44,553,1,2,13,61,18,7,4,490
"G11000100037110","G11000100037",11001,11,1,37,"110",58,237,2,3,0,2,0,0,0,43
"G11000100038102","G11000100038",11001,11,1,38,"102",34,149,0,0,0,4,0,0,0,1
"G11000100038103","G11000100038",11001,11,1,38,"103",11,258,0,12,0,3,6,0,0,38
"G11000100038104","G11000100038",11001,11,1,38,"104",34,57,0,5,0,4,2,0,0,13
"G11000100038105","G11000100038",11001,11,1,38,"105",99,211,2,1,0,46,7,9,0,86
"G11000100038106","G11000100038",11001,11,1,38,"106",50,12,0,1,0,22,2,0,1,16
"G11000100038108","G11000100038",11001,11,1,38,"108",69,45,0,9,1,26,4,0,0,31
"G11000100038109","G11000100038",11001,11,1,38,"109",111,233,2,3,4,76,14,4,2,105
"G11000100038110","G11000100038",11001,11,1,38,"110",56,114,0,10,0,51,13,1,0,67
"G11000100038111","G11000100038",11001,11,1,38,"111",168,360,4,5,5,31,2,0,2,52
"G11000100038201","G11000100038",11001,11,1,38,"201",299,436,2,22,1,67,25,7,0,44
"G11000100038203","G11000100038",11001,11,1,38,"203",342,104,0,13,0,13,3,0,0,6
"G11000100038204","G11000100038",11001,11,1,38,"204",27,100,0,0,0,0,5,0,0,13
"G11000100038205","G11000100038",11001,11,1,38,"205",2,86,0,0,0,0,2,0,0,0
"G11000100038206","G11000100038",11001,11,1,38,"206",0,0,0,0,0,0,0,0,0,6
"G11000100039101","G11000100039",11001,11,1,39,"101",224,245,0,36,2,39,15,0,0,63
"G11000100039102","G11000100039",11001,11,1,39,"102",288,444,8,53,5,44,17,2,2,79
"G11000100039103","G11000100039",11001,11,1,39,"103",93,70,0,16,4,118,6,0,0,108
"G11000100039104","G11000100039",11001,11,1,39,"104",149,20,0,6,0,39,0,0,0,43
"G11000100039108","G11000100039",11001,11,1,39,"108",152,151,0,12,2,20,1,0,0,36
"G11000100039201","G11000100039",11001,11,1,39,"201",99,15,0,2,0,2,1,0,0,3
"G11000100039202","G11000100039",11001,11,1,39,"202",144,109,1,7,2,27,4,6,0,85
"G11000100039204","G11000100039",11001,11,1,39,"204",142,93,3,4,1,15,0,0,0,19
"G11000100039205","G11000100039",11001,11,1,39,"205",147,3,0,0,0,0,0,0,0,1
"G11000100039206","G11000100039",11001,11,1,39,"206",117,87,1,4,3,14,20,0,0,29
"G11000100039207","G11000100039",11001,11,1,39,"207",263,36,1,6,1,18,1,0,1,7
"G11000100039208","G11000100039",11001,11,1,39,"208",245,124,0,4,2,6,6,0,0,50
"G1100010004001101","G1100010004001",11001,11,1,4001,"101",188,24,0,9,0,22,6,1,0,35
"G1100010004001102","G1100010004001",11001,11,1,4001,"102",212,4,1,5,0,10,0,0,0,2
"G1100010004001103","G1100010004001",11001,11,1,4001,"103",340,33,4,19,4,54,9,0,0,25
"G1100010004001104","G1100010004001",11001,11,1,4001,"104",138,11,0,5,0,6,0,0,0,0
"G1100010004001201","G1100010004001",11001,11,1,4001,"201",235,24,0,11,0,23,4,0,0,9
"G1100010004001202","G1100010004001",11001,11,1,4001,"202",239,3,0,5,0,6,0,0,0,1
"G1100010004001203","G1100010004001",11001,11,1,4001,"203",76,3,0,2,0,5,0,0,0,1
"G1100010004001301","G1100010004001",11001,11,1,4001,"301",96,2,0,1,0,4,0,0,0,1
"G1100010004001302","G1100010004001",11001,11,1,4001,"302",99,4,1,10,0,23,0,0,0,3
"G1100010004001303","G1100010004001",11001,11,1,4001,"303",119,2,0,2,0,11,0,0,0,1
"G1100010004001304","G1100010004001",11001,11,1,4001,"304",286,18,0,4,0,13,0,0,0,8
"G1100010004001305","G1100010004001",11001,11,1,4001,"305",166,21,1,2,0,13,0,0,0,0
"G1100010004001306","G1100010004001",11001,11,1,4001,"306",257,22,2,3,0,16,0,0,0,0
"G1100010004002101","G1100010004002",11001,11,1,4002,"101",177,36,5,20,0,12,6,0,0,36
"G1100010004002102","G1100010004002",11001,11,1,4002,"102",293,44,2,8,0,32,2,1,0,11
"G1100010004002201","G1100010004002",11001,11,1,4002,"201",333,166,4,11,6,23,5,0,0,6
"G1100010004002202","G1100010004002",11001,11,1,4002,"202",381,117,1,36,1,35,0,0,7,26
"G1100010004002203","G1100010004002",11001,11,1,4002,"203",2,0,0,0,0,0,0,0,0,0
"G1100010004002204","G1100010004002",11001,11,1,4002,"204",333,60,0,7,0,13,8,0,0,9
"G1100010004002205","G1100010004002",11001,11,1,4002,"205",268,106,1,9,0,12,0,0,1,17
"G1100010004002206","G1100010004002",11001,11,1,4002,"206",101,80,0,17,0,38,27,1,9,54
"G11000100041101","G11000100041",11001,11,1,41,"101",3,2,0,0,0,0,0,0,0,0
"G11000100041104","G11000100041",11001,11,1,41,"104",52,1,0,0,0,6,2,0,0,0
"G11000100041105","G11000100041",11001,11,1,41,"105",19,0,0,1,0,1,0,0,0,0
"G11000100041106","G11000100041",11001,11,1,41,"106",357,21,1,11,1,6,0,0,6,2
"G11000100041107","G11000100041",11001,11,1,41,"107",19,0,0,0,0,7,0,0,0,14
"G11000100041108","G11000100041",11001,11,1,41,"108",22,5,0,2,0,3,0,0,0,0
"G11000100041109","G11000100041",11001,11,1,41,"109",29,0,0,0,0,1,0,0,0,0
"G11000100041110","G11000100041",11001,11,1,41,"110",23,0,0,0,0,0,0,0,0,1
"G11000100041112","G11000100041",11001,11,1,41,"112",39,0,0,3,0,4,0,0,0,0
"G11000100041201","G11000100041",11001,11,1,41,"201",561,44,4,34,3,34,0,0,1,12
"G11000100041202","G11000100041",11001,11,1,41,"202",31,0,0,7,0,2,0,0,7,0
"G11000100041203","G11000100041",11001,11,1,41,"203",67,2,0,4,0,4,0,0,0,4
"G11000100041204","G11000100041",11001,11,1,41,"204",30,0,0,1,0,1,0,0,0,6
"G11000100041205","G11000100041",11001,11,1,41,"205",36,0,0,0,0,2,0,0,0,0
"G11000100041206","G11000100041",11001,11,1,41,"206",21,0,0,7,0,5,0,0,0,0
"G11000100041207","G11000100041",11001,11,1,41,"207",142,1,1,2,0,1,0,0,0,6
"G11000100041208","G11000100041",11001,11,1,41,"208",105,5,0,4,0,4,0,0,0,1
"G11000100041209","G11000100041",11001,11,1,41,"209",253,9,0,11,1,19,0,0,0,4
"G11000100041210","G11000100041",11001,11,1,41,"210",55,0,0,1,1,5,0,0,0,4
