"GISJOIN","GISJOIN_T","WHITE","BLACK","AM","ASIAN","OTHER","HISPANIC","POP"
"G1100010002502202","G1100010002502",0,112,1,0,0,6,119
"G1100010002502203","G1100010002502",6,317,1,1,1,22,348
"G1100010002502204","G1100010002502",4,62,0,3,3,6,78
"G1100010002502205","G1100010002502",1,109,0,0,0,0,110
"G1100010002502206","G1100010002502",1,100,0,0,0,5,106
"G1100010002502207","G1100010002502",2,147,0,0,0,26,175
"G1100010002502208","G1100010002502",0,88,0,0,0,7,95
"G1100010002502301","G1100010002502",11,247,0,1,1,16,276
"G1100010002502302","G1100010002502",4,140,0,0,0,16,160
"G1100010002502303","G1100010002502",9,258,0,3,3,32,305
"G1100010002502304","G1100010002502",11,238,0,0,0,49,298
"G1100010002502305","G1100010002502",42,827,1,4,4,270,1148
"G1100010002502307","G1100010002502",3,219,0,0,0,14,236
"G1100010002502309","G1100010002502",20,176,1,0,0,118,315
"G1100010002502312","G1100010002502",9,121,0,2,2,24,158
"G11000100026101","G11000100026",5,121,0,0,0,0,126
"G11000100026104","G11000100026",13,54,0,0,0,0,67
"G11000100026105","G11000100026",19,33,0,8,8,0,68
"G11000100026106","G11000100026",1,21,0,0,0,0,22
"G11000100026107","G11000100026",13,31,0,0,0,1,45
"G11000100026108","G11000100026",3,35,0,1,1,0,40
"G11000100026201","G11000100026",15,36,0,1,1,0,53
"G11000100026202","G11000100026",7,72,0,2,2,0,83
"G11000100026203","G11000100026",11,27,0,0,0,5,43
"G11000100026204","G11000100026",5,30,0,0,0,2,37
"G11000100026205","G11000100026",24,19,0,0,0,0,43
"G11000100026206","G11000100026",23,52,0,0,0,1,76
"G11000100026207","G11000100026",17,40,0,0,0,2,59
"G11000100026208","G11000100026",38,56,0,5,5,1,105
"G11000100026209","G11000100026",36,60,1,0,0,2,99
"G11000100026210","G11000100026",22,21,0,0,0,2,45
"G11000100026211","G11000100026",13,73,0,1,1,0,88
"G11000100026212","G11000100026",13,62,1,0,0,0,76
"G11000100026214","G11000100026",26,62,0,1,1,1,91
"G11000100026215","G11000100026",18,29,0,6,6,3,62
"G11000100026301","G11000100026",8,35,0,1,1,0,45
"G11000100026302","G11000100026",19,70,0,3,3,0,95
"G11000100026303","G11000100026",11,33,2,0,0,0,46
"G11000100026304","G11000100026",31,20,0,1,1,1,54
"G11000100026305","G11000100026",24,22,0,1,1,1,49
"G11000100026306","G11000100026",39,38,0,3,3,4,87
"G11000100026307","G11000100026",2,32,0,1,1,0,36
"G11000100026308","G11000100026",6,14,0,0,0,0,20
"G11000100026309","G11000100026",135,274,0,5,5,21,440
"G11000100026311","G11000100026",28,6,0,0,0,1,35
"G11000100026312","G11000100026",48,6,0,2,2,1,59
"G11000100026313","G11000100026",20,15,0,0,0,1,36
"G1100010002701101","G1100010002701",485,633,3,42,42,223,1428
"G1100010002701102","G1100010002701",264,176,0,10,10,36,496
"G1100010002701103","G1100010002701",98,20,1,6,6,2,133
"G1100010002701104","G1100010002701",145,70,0,12,12,69,308
"G1100010002701111","G1100010002701",8,20,0,0,0,39,67
"G1100010002701112","G1100010002701",129,33,0,6,6,18,192
"G1100010002701201","G1100010002701",25,72,0,0,0,4,101
"G1100010002701202","G1100010002701",18,31,0,5,5,22,81
"G1100010002701203","G1100010002701",96,149,2,6,6,486,745
"G1100010002701204","G1100010002701",51,145,0,157,157,65,575
"G1100010002701206","G1100010002701",133,145,0,13,13,54,358
"G1100010002701207","G1100010002701",128,398,0,3,3,5,537
"G1100010002701208","G1100010002701",84,65,0,4,4,8,165
"G1100010002702101","G1100010002702",121,435,0,22,22,246,846
"G1100010002702102","G1100010002702",42,200,5,11,11,731,1000
"G1100010002702104","G1100010002702",29,32,0,2,2,134,199
"G1100010002702105","G1100010002702",55,24,0,0,0,51,130
"G1100010002702106","G1100010002702",3,0,0,0,0,0,3
"G1100010002702107","G1100010002702",1,0,0,0,0,0,1
"G1100010002702201","G1100010002702",128,122,0,5,5,313,573
"G1100010002702202","G1100010002702",198,75,0,4,4,32,313
"G1100010002702203","G1100010002702",124,52,1,8,8,40,233
"G1100010002702204","G1100010002702",72,60,0,7,7,47,193
"G1100010002702205","G1100010002702",169,174,2,20,20,102,487
"G1100010002702206","G1100010002702",56,29,0,2,2,89,178
"G1100010002702207","G1100010002702",310,311,2,8,8,36,675
"G1100010002702301","G1100010002702",118,20,0,5,5,10,158
"G1100010002702302","G1100010002702",123,29,1,0,0,25,178
"G1100010002702303","G1100010002702",188,54,2,2,2,29,277
"G1100010002702304","G1100010002702",164,76,0,5,5,39,289
"G1100010002702305","G1100010002702",78,69,0,1,1,3,152
"G1100010002702307","G1100010002702",69,45,0,0,0,12,126
"G1100010002702310","G1100010002702",164,103,1,8,8,32,316
"G1100010002801101","G1100010002801",7,65,0,13,13,17,115
"G1100010002801102","G1100010002801",12,153,0,0,0,31,196
"G1100010002801103","G1100010002801",28,328,0,8,8,165,537
"G1100010002801104","G1100010002801",17,39,0,14,14,32,116
"G1100010002801105","G1100010002801",17,139,0,0,0,125,281
"G1100010002801106","G1100010002801",10,515,4,0,0,27,556
"G1100010002801107","G1100010002801",9,132,1,0,0,161,303
"G1100010002801108","G1100010002801",15,135,0,0,0,43,193
"G1100010002801109","G1100010002801",8,140,0,0,0,45,193
"G1100010002801110","G1100010002801",8,7,0,0,0,6,21
"G1100010002801111","G1100010002801",16,490,0,48,48,380,982
"G1100010002802201","G1100010002802",51,369,0,18,18,154,610
"G1100010002802202","G1100010002802",80,482,2,124,124,579,1391
"G1100010002802203","G1100010002802",13,35,0,28,28,18,122
"G1100010002802204","G1100010002802",5,176,0,1,1,120,303
"G1100010002802205","G1100010002802",62,314,6,32,32,522,968
"G1100010002802206","G1100010002802",21,77,1,7,7,418,531
"G1100010002802207","G1100010002802",48,17,0,9,9,15,98
"G1100010002802208","G1100010002802",41,251,1,5,5,424,727
"G1100010002802209","G1100010002802",4,214,0,1,1,6,226
"G11000100029101","G11000100029",2,72,0,0,0,2,76
"G11000100029102","G11000100029",7,395,1,3,3,57,466
"G11000100029103","G11000100029",3,163,0,0,0,14,180
"G11000100029104","G11000100029",0,203,0,0,0,37,240
"G11000100029105","G11000100029",13,351,0,1,1,14,380
"G11000100029106","G11000100029",8,288,0,1,1,20,318
"G11000100029107","G11000100029",9,133,0,0,0,10,152
"G11000100029108","G11000100029",3,150,0,0,0,44,197
"G11000100029201","G11000100029",5,237,0,0,0,29,271
"G11000100029203","G11000100029",1,117,0,4,4,68,194
"G11000100029204","G11000100029",4,101,2,1,1,7,116
"G11000100029205","G11000100029",1,77,0,3,3,9,93
"G11000100029206","G11000100029",2,111,0,0,0,7,120
"G11000100029207","G11000100029",6,79,1,0,0,10,96
"G11000100029208","G11000100029",0,94,1,0,0,28,123
"G11000100029209","G11000100029",0,119,0,0,0,4,123
"G11000100029210","G11000100029",7,231,0,1,1,32,272
"G11000100029211","G11000100029",22,440,1,0,0,217,680
"G11000100030101","G11000100030",6,99,1,0,0,33,139
"G11000100030102","G11000100030",19,178,0,1,1,3,202
"G11000100030103","G11000100030",23,312,0,1,1,87,424
"G11000100030104","G11000100030",18,218,2,2,2,58,300
"G11000100030105","G11000100030",48,243,1,3,3,58,356
"G11000100030107","G11000100030",3,230,1,0,0,13,247
"G11000100030108","G11000100030",20,571,0,0,0,36,627
"G11000100030109","G11000100030",16,303,4,0,0,28,351
"G11000100031101","G11000100031",0,13,0,0,0,0,13
"G11000100031102","G11000100031",0,110,0,0,0,14,124
"G11000100031103","G11000100031",0,142,0,0,0,21,163
"G11000100031104","G11000100031",0,149,0,0,0,18,167
"G11000100031105","G11000100031",4,173,0,0,0,33,210
"G11000100031106","G11000100031",9,229,0,0,0,26,264
"G11000100031108","G11000100031",6,129,1,0,0,3,139
"G11000100031109","G11000100031",1,245,1,1,1,13,262
"G11000100031110","G11000100031",0,182,0,0,0,14,196
"G11000100031111","G11000100031",1,136,1,0,0,21,159
"G11000100031112","G11000100031",2,172,0,5,5,29,213
"G11000100031113","G11000100031",1,172,0,0,0,18,191
"G11000100031114","G11000100031",6,141,0,2,2,32,183
"G11000100031205","G11000100031",2,135,1,0,0,63,201
"G11000100031206","G11000100031",7,169,0,0,0,22,198
"G11000100031207","G11000100031",3,208,1,0,0,20,232
"G11000100032101","G11000100032",1,151,0,0,0,11,163
"G11000100032103","G11000100032",14,300,0,1,1,21,337
"G11000100032104","G11000100032",1,173,0,0,0,22,196
"G11000100032105","G11000100032",2,136,0,0,0,0,138
"G11000100032106","G11000100032",0,150,0,0,0,0,150
"G11000100032107","G11000100032",1,140,1,0,0,6,148
"G11000100032201","G11000100032",0,114,0,0,0,8,122
"G11000100032202","G11000100032",0,47,0,0,0,0,47
"G11000100032203","G11000100032",1,157,0,0,0,6,164
"G11000100032204","G11000100032",0,127,0,0,0,9,136
"G11000100032205","G11000100032",0,111,0,0,0,1,112
"G11000100032206","G11000100032",6,292,2,4,4,20,328
"G11000100032301","G11000100032",0,82,0,0,0,11,93
"G11000100032302","G11000100032",7,69,2,0,0,6,84
"G11000100032303","G11000100032",0,770,0,4,4,34,812
"G11000100032304","G11000100032",1,151,0,0,0,6,158
"G11000100032305","G11000100032",1,242,5,0,0,49,297
"G11000100032306","G11000100032",3,151,0,3,3,0,160
"G11000100032307","G11000100032",0,130,0,0,0,6,136
"G11000100032308","G11000100032",0,286,1,1,1,28,317
"G11000100032309","G11000100032",3,293,0,0,0,29,325
"G11000100032310","G11000100032",1,115,0,0,0,12,128
"G11000100032403","G11000100032",16,152,1,0,0,25,194
"G11000100032404","G11000100032",0,110,0,0,0,10,120
"G1100010003301101","G1100010003301",0,4,0,0,0,0,4
"G1100010003301103","G1100010003301",10,249,0,0,0,4,263
"G1100010003301104","G1100010003301",27,223,0,0,0,3,253
"G1100010003301105","G1100010003301",15,242,2,0,0,1,260
"G1100010003301106","G1100010003301",10,279,0,5,5,0,299
"G1100010003301201","G1100010003301",22,328,2,5,5,5,367
"G1100010003301202","G1100010003301",29,249,0,0,0,6,284
"G1100010003301203","G1100010003301",7,123,0,0,0,1,131
"G1100010003301204","G1100010003301",2,15,0,0,0,5,22
"G1100010003301205","G1100010003301",10,132,0,1,1,12,156
"G1100010003301206","G1100010003301",16,139,0,3,3,2,163
"G1100010003301301","G1100010003301",6,49,0,0,0,1,56
"G1100010003301302","G1100010003301",6,127,0,0,0,0,133
"G1100010003301303","G1100010003301",13,130,2,0,0,0,145
"G1100010003301304","G1100010003301",13,127,0,0,0,2,142
"G1100010003301305","G1100010003301",1,213,0,1,1,2,218
"G1100010003301306","G1100010003301",16,196,0,0,0,8,220
"G1100010003302101","G1100010003302",15,189,0,0,0,0,204
"G1100010003302102","G1100010003302",8,267,0,1,1,21,298
"G1100010003302103","G1100010003302",5,80,0,0,0,0,85
"G1100010003302104","G1100010003302",16,158,0,0,0,0,174
"G1100010003302105","G1100010003302",9,261,0,0,0,0,270
"G1100010003302106","G1100010003302",11,129,0,0,0,0,140
"G1100010003302201","G1100010003302",7,137,0,0,0,4,148
"G1100010003302202","G1100010003302",9,207,1,0,0,11,228
"G1100010003302203","G1100010003302",2,107,0,6,6,1,122
"G1100010003302204","G1100010003302",10,206,0,0,0,1,217
"G1100010003302206","G1100010003302",4,108,0,0,0,0,112
"G11000100034101","G11000100034",2,713,0,1,1,19,736
"G11000100034103","G11000100034",2,453,1,0,0,3,459
"G11000100034104","G11000100034",0,175,0,2,2,2,181
"G11000100034105","G11000100034",0,122,0,0,0,0,122
"G11000100034107","G11000100034",0,146,2,9,9,5,171
"G11000100034206","G11000100034",0,12,0,0,0,0,12
"G11000100034301","G11000100034",2,579,0,0,0,9,590
"G11000100034302","G11000100034",0,238,8,0,0,8,254
"G11000100034303","G11000100034",1,82,0,0,0,0,83
"G11000100034304","G11000100034",0,105,0,0,0,0,105
"G11000100034305","G11000100034",8,154,0,1,1,0,164
"G11000100034306","G11000100034",9,393,3,0,0,13,418
"G11000100034401","G11000100034",7,120,0,0,0,0,127
"G11000100034402","G11000100034",7,116,1,0,0,1,125
"G11000100034403","G11000100034",6,88,0,0,0,11,105
"G11000100034404","G11000100034",7,139,3,3,3,8,163
"G11000100034406","G11000100034",2,107,0,0,0,5,114
"G11000100034407","G11000100034",5,129,0,1,1,6,142
"G11000100034501","G11000100034",0,53,0,0,0,0,53
"G11000100034502","G11000100034",5,102,0,5,5,8,125
"G11000100034503","G11000100034",9,52,0,0,0,0,61
"G11000100034504","G11000100034",3,53,0,0,0,0,56
"G11000100034505","G11000100034",0,51,0,0,0,3,54
"G11000100034507","G11000100034",12,86,0,0,0,0,98
"G11000100034508","G11000100034",2,73,0,4,4,3,86
"G11000100035101","G11000100035",7,197,1,0,0,6,211
"G11000100035102","G11000100035",0,56,0,0,0,0,56
"G11000100035103","G11000100035",0,212,0,0,0,15,227
"G11000100035104","G11000100035",7,275,1,4,4,13,304
"G11000100035105","G11000100035",3,146,1,0,0,22,172
"G11000100035106","G11000100035",5,177,0,0,0,20,202
"G11000100035107","G11000100035",9,269,0,0,0,36,314
"G11000100035201","G11000100035",9,17,0,0,0,4,30
"G11000100035202","G11000100035",0,50,0,0,0,0,50
"G11000100035203","G11000100035",2,572,1,0,0,27,602
"G11000100035204","G11000100035",0,5,0,0,0,0,5
"G11000100035205","G11000100035",0,13,0,0,0,8,21
"G11000100035206","G11000100035",0,6,0,0,0,0,6
"G11000100035207","G11000100035",0,6,0,0,0,0,6
"G11000100035209","G11000100035",0,17,0,0,0,0,17
"G11000100036101","G11000100036",9,106,0,0,0,4,119
"G11000100036102","G11000100036",13,312,0,1,1,46,373
"G11000100036103","G11000100036",24,442,1,4,4,43,518
"G11000100036104","G11000100036",45,222,3,0,0,44,314
"G11000100036105","G11000100036",50,197,0,0,0,11,258
"G11000100036106","G11000100036",24,402,0,5,5,61,497
"G11000100036107","G11000100036",17,386,2,0,0,107,512
"G11000100036108","G11000100036",21,374,1,4,4,26,430
"G11000100036109","G11000100036",7,99,1,0,0,17,124
"G11000100036111","G11000100036",1,968,2,1,1,5,978
"G11000100036112","G11000100036",3,112,0,1,1,42,159
"G11000100037101","G11000100037",50,586,2,11,11,105,765
"G11000100037103","G11000100037",18,773,0,26,26,38,881
"G11000100037104","G11000100037",32,599,2,1,1,63,698
"G11000100037105","G11000100037",6,386,2,9,9,64,476
"G11000100037106","G11000100037",13,218,4,2,2,55,294
"G11000100037107","G11000100037",19,563,0,2,2,242,828
"G11000100037109","G11000100037",44,553,1,2,2,580,1182
"G11000100037110","G11000100037",58,237,2,3,3,45,348
"G11000100038102","G11000100038",34,149,0,0,0,5,188
"G11000100038103","G11000100038",11,258,0,12,12,47,340
"G11000100038104","G11000100038",34,57,0,5,5,19,120
"G11000100038105","G11000100038",99,211,2,1,1,148,462
"G11000100038106","G11000100038",50,12,0,1,1,41,105
"G11000100038108","G11000100038",69,45,0,9,9,61,193
"G11000100038109","G11000100038",111,233,2,3,3,201,553
"G11000100038110","G11000100038",56,114,0,10,10,132,322
"G11000100038111","G11000100038",168,360,4,5,5,87,629
"G11000100038201","G11000100038",299,436,2,22,22,143,924
"G11000100038203","G11000100038",342,104,0,13,13,22,494
"G11000100038204","G11000100038",27,100,0,0,0,18,145
"G11000100038205","G11000100038",2,86,0,0,0,2,90
"G11000100038206","G11000100038",0,0,0,0,0,6,6
"G11000100039101","G11000100039",224,245,0,36,36,117,658
"G11000100039102","G11000100039",288,444,8,53,53,144,990
"G11000100039103","G11000100039",93,70,0,16,16,232,427
"G11000100039104","G11000100039",149,20,0,6,6,82,263
"G11000100039108","G11000100039",152,151,0,12,12,57,384
"G11000100039201","G11000100039",99,15,0,2,2,6,124
"G11000100039202","G11000100039",144,109,1,7,7,122,390
"G11000100039204","G11000100039",142,93,3,4,4,34,280
"G11000100039205","G11000100039",147,3,0,0,0,1,151
"G11000100039206","G11000100039",117,87,1,4,4,63,276
"G11000100039207","G11000100039",263,36,1,6,6,27,339
"G11000100039208","G11000100039",245,124,0,4,4,62,439
"G1100010004001101","G1100010004001",188,24,0,9,9,64,294
"G1100010004001102","G1100010004001",212,4,1,5,5,12,239
"G1100010004001103","G1100010004001",340,33,4,19,19,88,503
"G1100010004001104","G1100010004001",138,11,0,5,5,6,165
"G1100010004001201","G1100010004001",235,24,0,11,11,36,317
"G1100010004001202","G1100010004001",239,3,0,5,5,7,259
"G1100010004001203","G1100010004001",76,3,0,2,2,6,89
"G1100010004001301","G1100010004001",96,2,0,1,1,5,105
"G1100010004001302","G1100010004001",99,4,1,10,10,26,150
"G1100010004001303","G1100010004001",119,2,0,2,2,12,137
"G1100010004001304","G1100010004001",286,18,0,4,4,21,333
"G1100010004001305","G1100010004001",166,21,1,2,2,13,205
"G1100010004001306","G1100010004001",257,22,2,3,3,16,303
"G1100010004002101","G1100010004002",177,36,5,20,20,54,312
"G1100010004002102","G1100010004002",293,44,2,8,8,46,401
"G1100010004002201","G1100010004002",333,166,4,11,11,34,559
"G1100010004002202","G1100010004002",381,117,1,36,36,68,639
"G1100010004002203","G1100010004002",2,0,0,0,0,0,2
"G1100010004002204","G1100010004002",333,60,0,7,7,30,437
"G1100010004002205","G1100010004002",268,106,1,9,9,30,423
"G1100010004002206","G1100010004002",101,80,0,17,17,129,344
"G11000100041101","G11000100041",3,2,0,0,0,0,5
"G11000100041104","G11000100041",52,1,0,0,0,8,61
"G11000100041105","G11000100041",19,0,0,1,1,1,22
"G11000100041106","G11000100041",357,21,1,11,11,14,415
"G11000100041107","G11000100041",19,0,0,0,0,21,40
"G11000100041108","G11000100041",22,5,0,2,2,3,34
"G11000100041109","G11000100041",29,0,0,0,0,1,30
"G11000100041110","G11000100041",23,0,0,0,0,1,24
"G11000100041112","G11000100041",39,0,0,3,3,4,49
"G11000100041201","G11000100041",561,44,4,34,34,47,724
"G11000100041202","G11000100041",31,0,0,7,7,9,54
"G11000100041203","G11000100041",67,2,0,4,4,8,85
"G11000100041204","G11000100041",30,0,0,1,1,7,39
"G11000100041205","G11000100041",36,0,0,0,0,2,38
"G11000100041206","G11000100041",21,0,0,7,7,5,40
"G11000100041207","G11000100041",142,1,1,2,2,7,155
"G11000100041208","G11000100041",105,5,0,4,4,5,123
"G11000100041209","G11000100041",253,9,0,11,11,23,307
"G11000100041210","G11000100041",55,0,0,1,1,9,66
"G11000100041301","G11000100041",10,3,0,7,7,0,27
"G11000100041302","G11000100041",17,0,0,3,3,0,23
"G11000100041303","G11000100041",131,13,0,17,17,11,189
"G11000100041305","G11000100041",58,2,0,8,8,4,80
"G11000100041306","G11000100041",126,4,0,7,7,12,156
"G11000100041307","G11000100041",32,3,0,6,6,2,49
"G11000100041308","G11000100041",5,0,0,1,1,0,7
"G11000100041310","G11000100041",17,0,0,2,2,3,24
"G11000100041311","G11000100041",58,4,0,3,3,1,69
"G1100010004201101","G1100010004201",144,121,0,4,4,7,280
"G1100010004201102","G1100010004201",97,27,0,3,3,34,164
"G1100010004201103","G1100010004201",193,69,0,8,8,142,420
"G1100010004201104","G1100010004201",52,13,0,3,3,7,78
"G1100010004201105","G1100010004201",123,123,0,9,9,216,480
"G1100010004201107","G1100010004201",160,97,2,11,11,43,324
"G1100010004201202","G1100010004201",208,27,0,4,4,3,246
"G1100010004201203","G1100010004201",307,112,2,11,11,26,469
"G1100010004201204","G1100010004201",305,89,3,17,17,15,446
"G1100010004201205","G1100010004201",4,12,0,0,0,0,16
"G1100010004201206","G1100010004201",162,43,0,5,5,4,219
"G1100010004201207","G1100010004201",55,86,0,2,2,15,160
"G1100010004201208","G1100010004201",264,101,1,18,18,37,439
"G1100010004202101","G1100010004202",126,58,1,33,33,19,270
"G1100010004202102","G1100010004202",105,23,0,4,4,13,149
"G1100010004202103","G1100010004202",150,44,4,17,17,94,326
"G1100010004202104","G1100010004202",183,56,2,15,15,92,363
"G1100010004202105","G1100010004202",0,0,0,0,0,0,0
"G1100010004202106","G1100010004202",5,0,1,0,0,0,6
"G1100010004202107","G1100010004202",174,21,0,6,6,13,220
"G1100010004202108","G1100010004202",214,19,2,8,8,4,255
"G1100010004202110","G1100010004202",51,12,1,3,3,0,70
"G1100010004202111","G1100010004202",96,10,0,9,9,3,127
"G1100010004202112","G1100010004202",309,38,2,21,21,30,421
"G1100010004202113","G1100010004202",141,7,0,8,8,21,185
"G1100010004202114","G1100010004202",225,16,0,5,5,23,274
"G1100010004202115","G1100010004202",2,0,0,0,0,0,2
"G1100010004202116","G1100010004202",59,1,0,1,1,0,62
"G11000100043101","G11000100043",24,74,0,0,0,35,133
"G11000100043102","G11000100043",16,242,4,2,2,185,451
"G11000100043103","G11000100043",9,346,1,9,9,6,380
"G11000100043104","G11000100043",0,2,0,0,0,0,2
"G11000100043105","G11000100043",15,111,0,1,1,8,136
"G11000100043106","G11000100043",142,125,1,6,6,39,319
"G11000100043107","G11000100043",64,14,0,2,2,6,88
"G11000100043108","G11000100043",133,160,1,9,9,40,352
"G11000100043109","G11000100043",65,41,0,0,0,5,111
"G11000100043201","G11000100043",24,40,0,0,0,65,129
"G11000100043202","G11000100043",117,76,1,0,0,7,201
"G11000100043203","G11000100043",109,85,0,0,0,5,199
"G11000100043204","G11000100043",61,41,0,3,3,5,113
"G11000100043205","G11000100043",75,90,0,1,1,7,174
"G11000100043206","G11000100043",108,91,0,8,8,14,229
"G11000100043207","G11000100043",1,232,2,2,2,61,300
