"GISJOIN","GISJOIN_T","WHITE","BLACK","AM","ASIAN","OTHER","HISPANIC","POP"
"G1100010008301209","G1100010008301",36,2,0,0,0,1,39
"G1100010008301210","G1100010008301",179,93,0,2,2,3,279
"G1100010008301211","G1100010008301",73,95,0,2,2,3,175
"G1100010008301212","G1100010008301",44,98,1,0,0,5,148
"G1100010008301213","G1100010008301",71,92,0,3,3,1,170
"G1100010008301214","G1100010008301",110,47,0,1,1,4,163
"G1100010008301215","G1100010008301",64,36,0,0,0,3,103
"G1100010008301216","G1100010008301",10,3,0,0,0,0,13
"G1100010008301307","G1100010008301",27,24,0,0,0,1,52
"G1100010008302101","G1100010008302",27,81,0,4,4,4,120
"G1100010008302102","G1100010008302",35,115,1,0,0,4,155
"G1100010008302201","G1100010008302",53,82,0,5,5,4,149
"G1100010008302202","G1100010008302",43,26,0,0,0,0,69
"G1100010008302203","G1100010008302",2,16,0,0,0,0,18
"G1100010008302204","G1100010008302",94,56,0,0,0,2,152
"G1100010008302205","G1100010008302",35,0,0,0,0,0,35
"G1100010008302207","G1100010008302",103,27,0,0,0,2,132
"G1100010008302208","G1100010008302",75,23,1,0,0,7,106
"G1100010008302209","G1100010008302",2,0,0,0,0,0,2
"G1100010008302210","G1100010008302",109,16,0,1,1,3,130
"G1100010008302211","G1100010008302",0,3,0,0,0,0,3
"G1100010008302212","G1100010008302",79,61,1,0,0,3,144
"G1100010008302213","G1100010008302",106,106,0,4,4,7,227
"G1100010008302214","G1100010008302",93,93,2,1,1,7,197
"G1100010008302215","G1100010008302",61,67,0,1,1,4,134
"G1100010008302216","G1100010008302",107,97,1,1,1,1,208
"G1100010008402301","G1100010008402",0,0,0,0,0,0,0
"G1100010008402302","G1100010008402",12,503,0,0,0,2,517
"G1100010008402309","G1100010008402",24,75,0,2,2,4,107
"G1100010008402310","G1100010008402",17,44,0,7,7,1,76
"G1100010008402311","G1100010008402",29,110,0,0,0,1,140
"G1100010008402313","G1100010008402",60,129,4,1,1,7,202
"G1100010008402401","G1100010008402",6,230,0,0,0,10,246
"G1100010008402403","G1100010008402",18,37,0,0,0,2,57
"G1100010008402404","G1100010008402",61,47,0,6,6,0,120
"G1100010008402405","G1100010008402",97,124,1,1,1,27,251
"G1100010008402406","G1100010008402",50,64,0,1,1,3,119
"G1100010008402407","G1100010008402",35,81,0,0,0,4,120
"G1100010008402409","G1100010008402",49,221,4,1,1,1,277
"G1100010008402410","G1100010008402",36,251,1,2,2,0,292
"G1100010008402411","G1100010008402",20,75,1,2,2,2,102
"G1100010008402412","G1100010008402",21,118,0,0,0,2,141
"G1100010008402413","G1100010008402",18,0,0,0,0,0,18
"G1100010008410108","G1100010008410",0,74,1,0,0,0,75
"G1100010008410109","G1100010008410",7,129,0,2,2,5,145
"G1100010008410110","G1100010008410",2,57,0,0,0,0,59
"G1100010008410201","G1100010008410",8,93,0,0,0,0,101
"G1100010008410202","G1100010008410",3,38,0,0,0,0,41
"G1100010008410203","G1100010008410",0,38,0,0,0,0,38
"G1100010008410204","G1100010008410",3,114,0,0,0,2,119
"G1100010008410205","G1100010008410",4,138,0,0,0,0,142
"G1100010008410206","G1100010008410",4,65,0,0,0,0,69
"G1100010008410207","G1100010008410",8,145,0,0,0,0,153
"G1100010008410208","G1100010008410",5,130,0,2,2,0,139
"G1100010008410209","G1100010008410",0,56,0,0,0,0,56
"G1100010008410210","G1100010008410",7,72,0,1,1,0,81
"G1100010008410301","G1100010008410",6,125,0,0,0,1,132
"G1100010008410302","G1100010008410",0,0,0,0,0,0,0
"G1100010008410303","G1100010008410",0,26,0,0,0,0,26
"G1100010008410304","G1100010008410",2,95,0,0,0,5,102
"G1100010008410305","G1100010008410",2,74,0,0,0,2,78
"G1100010008410306","G1100010008410",4,145,0,0,0,11,160
"G1100010008510101","G1100010008510",8,132,0,0,0,8,148
"G1100010008510102","G1100010008510",6,130,0,0,0,14,150
"G1100010008510103","G1100010008510",2,180,0,0,0,9,191
"G1100010008510104","G1100010008510",7,205,2,1,1,5,221
"G1100010008510105","G1100010008510",4,161,0,3,3,1,172
"G1100010008510106","G1100010008510",5,22,0,2,2,0,31
"G1100010008510107","G1100010008510",1,59,0,0,0,2,62
"G1100010008510201","G1100010008510",7,115,0,0,0,2,124
"G1100010008510202","G1100010008510",4,128,1,0,0,0,133
"G1100010008510203","G1100010008510",10,123,0,1,1,1,136
"G1100010008510204","G1100010008510",10,206,0,0,0,11,227
"G1100010008510205","G1100010008510",1,56,0,0,0,0,57
"G1100010008510208","G1100010008510",0,281,2,2,2,2,289
"G1100010008510301","G1100010008510",4,56,0,0,0,2,62
"G1100010008510302","G1100010008510",15,111,0,0,0,2,128
"G1100010008510303","G1100010008510",2,102,0,0,0,0,104
"G1100010008510304","G1100010008510",9,114,0,0,0,0,123
"G1100010008510305","G1100010008510",0,121,0,0,0,0,121
"G1100010008510306","G1100010008510",7,69,0,1,1,1,79
"G1100010008510401","G1100010008510",5,82,0,1,1,0,89
"G1100010008510402","G1100010008510",0,22,0,0,0,0,22
"G1100010008510403","G1100010008510",7,62,0,0,0,1,70
"G1100010008510405","G1100010008510",2,24,0,0,0,0,26
"G1100010008510406","G1100010008510",13,62,0,1,1,0,77
"G1100010008510407","G1100010008510",1,10,0,0,0,0,11
"G1100010008510408","G1100010008510",2,61,0,1,1,0,65
"G1100010008510501","G1100010008510",0,6,0,0,0,0,6
"G1100010008510502","G1100010008510",4,145,2,0,0,12,163
"G1100010008510503","G1100010008510",5,126,0,0,0,0,131
"G1100010008510504","G1100010008510",3,170,1,1,1,0,176
"G1100010008510506","G1100010008510",2,126,0,2,2,0,132
"G1100010008510601","G1100010008510",1,88,0,6,6,0,101
"G1100010008510602","G1100010008510",1,59,0,0,0,0,60
"G11000100086101","G11000100086",0,63,0,0,0,5,68
"G11000100086102","G11000100086",0,4,0,0,0,0,4
"G11000100086108","G11000100086",5,66,0,0,0,4,75
"G11000100086202","G11000100086",2,3,0,0,0,0,5
"G11000100086305","G11000100086",0,5,0,0,0,0,5
"G1100010008701101","G1100010008701",0,151,0,0,0,0,151
"G1100010008701107","G1100010008701",0,64,0,0,0,0,64
"G1100010008701401","G1100010008701",4,77,1,0,0,3,85
"G1100010008701402","G1100010008701",0,53,0,0,0,0,53
"G1100010008701403","G1100010008701",2,206,1,0,0,0,209
"G1100010008701405","G1100010008701",9,203,0,12,12,1,237
"G1100010008701407","G1100010008701",6,176,1,3,3,0,189
"G1100010008701408","G1100010008701",3,397,1,0,0,2,403
"G1100010008701409","G1100010008701",0,21,0,0,0,0,21
"G1100010008701410","G1100010008701",1,57,0,0,0,14,72
"G1100010008701411","G1100010008701",0,110,0,0,0,0,110
"G1100010008701412","G1100010008701",4,101,0,0,0,5,110
"G1100010008701501","G1100010008701",11,128,0,0,0,0,139
"G1100010008701502","G1100010008701",0,131,0,1,1,0,133
"G1100010008701503","G1100010008701",0,191,0,0,0,0,191
"G1100010008701504","G1100010008701",1,115,0,0,0,0,116
"G1100010008701505","G1100010008701",1,45,0,0,0,0,46
"G1100010008701506","G1100010008701",0,91,0,0,0,0,91
"G1100010008701507","G1100010008701",0,125,0,0,0,5,130
"G1100010008701509","G1100010008701",0,146,0,0,0,0,146
"G1100010008701510","G1100010008701",1,121,0,0,0,0,122
"G1100010008702102","G1100010008702",0,4,0,0,0,0,4
"G1100010008702103","G1100010008702",0,91,0,0,0,0,91
"G1100010008702104","G1100010008702",0,68,0,1,1,2,72
"G1100010008702105","G1100010008702",1,196,1,0,0,11,209
"G1100010008702106","G1100010008702",6,79,0,0,0,0,85
"G1100010008702201","G1100010008702",0,155,0,0,0,1,156
"G1100010008702202","G1100010008702",1,182,0,0,0,6,189
"G1100010008702203","G1100010008702",1,139,0,0,0,1,141
"G1100010008702204","G1100010008702",1,70,0,0,0,0,71
"G1100010008702205","G1100010008702",2,50,0,0,0,0,52
"G1100010008702206","G1100010008702",0,240,0,0,0,1,241
"G1100010008702301","G1100010008702",0,50,0,0,0,0,50
"G1100010008702302","G1100010008702",12,184,1,1,1,5,204
"G1100010008702303","G1100010008702",1,166,0,0,0,8,175
"G1100010008702304","G1100010008702",0,70,0,0,0,0,70
"G1100010008702305","G1100010008702",2,91,0,0,0,0,93
"G1100010008702306","G1100010008702",0,88,0,0,0,0,88
"G1100010008702307","G1100010008702",4,84,0,0,0,7,95
"G1100010008702310","G1100010008702",0,11,0,0,0,0,11
"G1100010008802101","G1100010008802",0,108,0,0,0,0,108
"G1100010008802102","G1100010008802",5,139,0,0,0,1,145
"G1100010008802103","G1100010008802",5,218,1,1,1,0,226
"G1100010008802104","G1100010008802",0,81,0,0,0,4,85
"G1100010008802105","G1100010008802",0,101,0,0,0,2,103
"G1100010008802106","G1100010008802",0,83,0,1,1,1,86
"G1100010008802201","G1100010008802",0,108,0,0,0,0,108
"G1100010008802202","G1100010008802",0,108,0,0,0,3,111
"G1100010008802203","G1100010008802",0,105,0,0,0,0,105
"G1100010008802204","G1100010008802",0,122,0,0,0,0,122
"G1100010008802205","G1100010008802",1,118,0,0,0,0,119
"G1100010008802206","G1100010008802",0,200,1,0,0,4,205
"G1100010008802207","G1100010008802",0,116,0,0,0,0,116
"G1100010008802208","G1100010008802",0,48,0,0,0,0,48
"G1100010008802209","G1100010008802",0,51,0,0,0,0,51
"G1100010008802210","G1100010008802",0,91,0,0,0,0,91
"G1100010008802211","G1100010008802",0,91,0,0,0,1,92
"G1100010008802212","G1100010008802",0,53,0,0,0,0,53
"G1100010008802301","G1100010008802",2,295,0,3,3,0,303
"G1100010008802302","G1100010008802",7,231,0,1,1,1,241
"G1100010008802303","G1100010008802",3,223,0,1,1,0,228
"G1100010008802304","G1100010008802",2,127,0,0,0,0,129
"G1100010008802305","G1100010008802",2,309,0,0,0,0,311
"G1100010008802306","G1100010008802",3,219,0,0,0,12,234
"G1100010008802401","G1100010008802",0,198,1,0,0,3,202
"G1100010008802402","G1100010008802",0,244,2,0,0,0,246
"G1100010008802403","G1100010008802",1,290,0,1,1,9,302
"G1100010008802404","G1100010008802",5,198,0,0,0,0,203
"G1100010008802405","G1100010008802",0,223,0,0,0,0,223
"G1100010008802406","G1100010008802",1,182,0,0,0,1,184
"G1100010008803103","G1100010008803",1,186,0,0,0,0,187
"G1100010008803501","G1100010008803",0,119,0,0,0,0,119
"G1100010008803502","G1100010008803",0,102,0,0,0,0,102
"G1100010008803503","G1100010008803",0,151,0,0,0,0,151
"G1100010008803504","G1100010008803",0,147,0,0,0,0,147
"G1100010008803505","G1100010008803",2,67,0,0,0,0,69
"G1100010008803506","G1100010008803",0,39,0,0,0,2,41
"G1100010008803508","G1100010008803",0,39,0,0,0,0,39
"G1100010008803509","G1100010008803",2,286,0,0,0,1,289
"G1100010008803510","G1100010008803",0,54,0,0,0,0,54
"G1100010008803602","G1100010008803",448,138,0,36,36,43,701
"G1100010008803603","G1100010008803",0,57,0,0,0,0,57
"G1100010008803620","G1100010008803",0,155,0,0,0,1,156
"G1100010008803621","G1100010008803",0,96,0,0,0,0,96
"G1100010008803702","G1100010008803",0,0,0,4,4,0,8
"G1100010008804201","G1100010008804",0,128,0,1,1,0,130
"G1100010008804202","G1100010008804",1,192,0,0,0,0,193
"G1100010008804203","G1100010008804",0,97,0,0,0,1,98
"G1100010008804205","G1100010008804",0,103,0,0,0,0,103
"G1100010008804206","G1100010008804",0,79,0,0,0,0,79
"G1100010008804207","G1100010008804",0,62,0,0,0,0,62
"G1100010008804301","G1100010008804",0,179,0,0,0,0,179
"G1100010008804302","G1100010008804",0,55,0,0,0,0,55
"G1100010008804303","G1100010008804",0,449,2,0,0,0,451
"G1100010008804304","G1100010008804",2,176,0,4,4,1,187
"G1100010008804305","G1100010008804",5,164,0,0,0,0,169
"G1100010008804306","G1100010008804",1,107,0,0,0,0,108
"G1100010008804307","G1100010008804",1,170,0,0,0,10,181
"G1100010008804401","G1100010008804",2,327,3,0,0,2,334
"G1100010008804402","G1100010008804",0,33,0,0,0,0,33
"G1100010008804403","G1100010008804",0,316,0,0,0,0,316
"G1100010008804404","G1100010008804",0,96,0,0,0,0,96
"G1100010008804406","G1100010008804",0,159,0,3,3,0,165
"G1100010008804407","G1100010008804",3,160,0,0,0,0,163
"G1100010008903101","G1100010008903",0,199,0,0,0,0,199
"G1100010008903103","G1100010008903",0,12,0,0,0,0,12
"G1100010008903104","G1100010008903",0,236,4,0,0,0,240
"G1100010008903105","G1100010008903",0,146,0,4,4,0,154
"G1100010008903106","G1100010008903",2,103,2,1,1,0,109
"G1100010008903107","G1100010008903",1,104,0,0,0,0,105
"G1100010008903108","G1100010008903",1,69,0,0,0,0,70
"G1100010008903109","G1100010008903",1,76,0,0,0,1,78
"G1100010008903110","G1100010008903",1,234,0,5,5,2,247
"G1100010008903111","G1100010008903",2,80,0,0,0,0,82
"G1100010008903112","G1100010008903",1,98,0,0,0,0,99
"G1100010008903113","G1100010008903",0,229,0,0,0,0,229
"G1100010008903114","G1100010008903",0,121,0,0,0,0,121
"G1100010008903115","G1100010008903",0,146,0,0,0,0,146
"G1100010008903116","G1100010008903",1,160,0,0,0,0,161
"G1100010008903119","G1100010008903",0,1,0,0,0,0,1
"G1100010008903122","G1100010008903",2,784,0,2,2,10,800
"G1100010008903123","G1100010008903",2,446,0,1,1,5,455
"G1100010008903124","G1100010008903",0,62,0,0,0,0,62
"G1100010008904102","G1100010008904",2,487,0,0,0,2,491
"G1100010008904103","G1100010008904",4,211,0,0,0,0,215
"G1100010008904105","G1100010008904",0,231,1,0,0,1,233
"G1100010008904106","G1100010008904",0,110,0,0,0,4,114
"G1100010008904107","G1100010008904",3,263,0,0,0,0,266
"G1100010008904108","G1100010008904",2,352,1,0,0,9,364
"G1100010008904109","G1100010008904",0,126,1,0,0,0,127
"G1100010008904110","G1100010008904",3,1118,1,0,0,0,1122
"G1100010008904111","G1100010008904",0,12,0,0,0,0,12
"G1100010008904201","G1100010008904",3,204,0,0,0,0,207
"G1100010008904202","G1100010008904",1,131,0,0,0,3,135
"G1100010008904203","G1100010008904",0,92,0,0,0,5,97
"G1100010008904204","G1100010008904",0,121,0,0,0,3,124
"G1100010008904205","G1100010008904",0,168,0,0,0,0,168
"G1100010008904206","G1100010008904",2,168,2,0,0,10,182
"G1100010009001101","G1100010009001",18,727,4,0,0,20,769
"G1100010009001102","G1100010009001",0,7,0,0,0,0,7
"G1100010009001103","G1100010009001",3,344,0,0,0,1,348
"G1100010009001121","G1100010009001",0,12,0,0,0,0,12
"G1100010009001122","G1100010009001",9,1018,0,3,3,13,1046
"G1100010009002101","G1100010009002",2,12,0,0,0,0,14
"G1100010009002102","G1100010009002",0,37,0,0,0,0,37
"G1100010009002103","G1100010009002",4,14,0,0,0,0,18
"G1100010009002104","G1100010009002",3,11,0,0,0,0,14
"G1100010009002105","G1100010009002",0,36,0,0,0,0,36
"G1100010009002106","G1100010009002",1,35,0,0,0,0,36
"G1100010009002202","G1100010009002",1,94,0,0,0,2,97
"G1100010009002203","G1100010009002",1,0,0,0,0,0,1
"G1100010009002204","G1100010009002",5,42,0,0,0,0,47
"G1100010009002205","G1100010009002",1,82,0,0,0,1,84
"G1100010009002206","G1100010009002",0,99,0,0,0,0,99
"G1100010009002207","G1100010009002",1,42,0,0,0,2,45
"G1100010009002208","G1100010009002",0,21,0,0,0,0,21
"G1100010009002209","G1100010009002",0,20,0,0,0,3,23
"G1100010009002210","G1100010009002",0,28,0,0,0,0,28
"G1100010009002211","G1100010009002",1,36,0,0,0,0,37
"G1100010009002212","G1100010009002",0,18,0,0,0,0,18
"G1100010009002214","G1100010009002",1,123,0,0,0,0,124
"G1100010009002215","G1100010009002",0,10,0,0,0,0,10
"G1100010009002235","G1100010009002",0,17,0,0,0,0,17
"G1100010009002236","G1100010009002",0,13,0,0,0,0,13
"G1100010009002237","G1100010009002",3,56,0,0,0,0,59
"G1100010009002301","G1100010009002",0,4,0,0,0,0,4
"G1100010009002303","G1100010009002",0,12,0,0,0,0,12
"G1100010009002305","G1100010009002",1,240,0,0,0,9,250
"G1100010009002321","G1100010009002",4,45,0,0,0,0,49
"G1100010009002322","G1100010009002",7,61,1,0,0,0,69
"G1100010009002323","G1100010009002",0,38,0,9,9,0,56
"G1100010009002324","G1100010009002",0,8,0,0,0,0,8
"G1100010009002326","G1100010009002",8,124,0,0,0,2,134
"G1100010009102101","G1100010009102",0,20,0,0,0,0,20
"G1100010009102103","G1100010009102",5,51,0,0,0,0,56
"G1100010009102104","G1100010009102",0,20,0,0,0,0,20
"G1100010009102105","G1100010009102",0,19,0,0,0,0,19
"G1100010009102106","G1100010009102",8,223,1,0,0,0,232
"G1100010009102107","G1100010009102",0,63,0,0,0,0,63
"G1100010009102108","G1100010009102",4,45,0,1,1,0,51
"G1100010009102109","G1100010009102",3,90,1,0,0,0,94
"G1100010009102111","G1100010009102",3,24,1,0,0,2,30
"G1100010009102112","G1100010009102",0,65,0,0,0,1,66
"G1100010009102113","G1100010009102",0,39,0,0,0,0,39
"G1100010009102114","G1100010009102",0,17,1,1,1,0,20
"G1100010009102115","G1100010009102",0,148,0,0,0,0,148
"G1100010009102202","G1100010009102",4,596,0,0,0,6,606
"G1100010009102203","G1100010009102",0,120,0,0,0,0,120
"G1100010009102204","G1100010009102",1,250,1,1,1,3,257
"G1100010009102205","G1100010009102",0,357,4,0,0,0,361
"G1100010009102206","G1100010009102",0,200,0,0,0,0,200
"G1100010009102207","G1100010009102",1,613,0,0,0,0,614
"G1100010009102208","G1100010009102",2,622,1,0,0,2,627
"G1100010009102209","G1100010009102",3,181,0,0,0,0,184
"G1100010009102210","G1100010009102",1,247,0,0,0,1,249
"G1100010009102211","G1100010009102",0,270,0,2,2,0,274
"G1100010009102212","G1100010009102",5,70,0,0,0,4,79
"G1100010009102213","G1100010009102",0,98,0,0,0,0,98
"G1100010009102214","G1100010009102",0,202,0,0,0,0,202
"G1100010009102215","G1100010009102",0,36,0,0,0,1,37
"G1100010009102217","G1100010009102",2,81,0,0,0,0,83
"G1100010009110201","G1100010009110",4,126,0,0,0,5,135
"G1100010009110202","G1100010009110",2,93,0,5,5,3,108
"G1100010009110203","G1100010009110",1,133,0,0,0,3,137
"G1100010009110204","G1100010009110",6,128,0,0,0,0,134
"G1100010009110205","G1100010009110",6,40,0,1,1,1,49
"G1100010009110206","G1100010009110",1,72,0,0,0,0,73
"G1100010009110207","G1100010009110",2,103,0,0,0,0,105
"G1100010009110401","G1100010009110",0,73,0,2,2,0,77
"G1100010009110402","G1100010009110",4,54,0,0,0,0,58
"G1100010009110403","G1100010009110",0,54,0,0,0,0,54
"G1100010009110404","G1100010009110",11,417,0,0,0,5,433
"G1100010009110405","G1100010009110",0,51,0,0,0,0,51
"G1100010009110406","G1100010009110",2,85,0,0,0,4,91
"G1100010009110407","G1100010009110",0,85,1,0,0,0,86
"G1100010009110408","G1100010009110",2,21,0,0,0,2,25
"G1100010009110409","G1100010009110",1,66,3,0,0,0,70
"G1100010009110410","G1100010009110",0,5,0,0,0,0,5
"G1100010009110411","G1100010009110",4,8,0,0,0,0,12
"G1100010009110501","G1100010009110",2,22,0,0,0,0,24
"G1100010009110502","G1100010009110",4,48,0,0,0,1,53
"G1100010009110503","G1100010009110",6,31,0,0,0,0,37
"G1100010009110504","G1100010009110",20,59,0,0,0,0,79
"G1100010009110505","G1100010009110",1,36,0,0,0,0,37
"G1100010009110506","G1100010009110",0,32,0,0,0,0,32
"G1100010009110507","G1100010009110",3,65,2,0,0,0,70
"G1100010009110508","G1100010009110",12,70,0,0,0,0,82
"G1100010009110512","G1100010009110",0,27,0,0,0,0,27
"G1100010009110513","G1100010009110",0,17,0,0,0,0,17
"G1100010009110604","G1100010009110",0,25,0,0,0,0,25
"G1100010009110605","G1100010009110",0,75,0,0,0,0,75
"G1100010009110613","G1100010009110",9,41,0,0,0,0,50
"G1100010009110614","G1100010009110",4,68,0,0,0,0,72
"G1100010009110615","G1100010009110",14,40,5,0,0,0,59
"G1100010009110616","G1100010009110",4,129,0,0,0,0,133
"G1100010009110617","G1100010009110",8,124,0,0,0,0,132
"G1100010009110618","G1100010009110",19,76,0,0,0,0,95
"G1100010009110621","G1100010009110",0,16,0,0,0,4,20
"G1100010009110622","G1100010009110",10,109,0,0,0,6,125
"G1100010009110623","G1100010009110",0,33,0,0,0,0,33
"G1100010009110624","G1100010009110",2,43,0,0,0,16,61
"G1100010009110625","G1100010009110",4,46,1,0,0,0,51
"G1100010009110626","G1100010009110",6,70,0,0,0,0,76
"G1100010009110627","G1100010009110",0,66,0,0,0,1,67
"G1100010009110628","G1100010009110",1,87,0,0,0,5,93
"G1100010009110629","G1100010009110",6,202,0,0,0,1,209
"G1100010009110630","G1100010009110",2,32,0,1,1,0,36
"G1100010009110631","G1100010009110",4,24,6,0,0,7,41
"G1100010009203401","G1100010009203",5,123,0,0,0,10,138
"G1100010009203402","G1100010009203",5,115,0,0,0,1,121
"G1100010009203403","G1100010009203",1,134,1,0,0,1,137
"G1100010009203404","G1100010009203",5,132,0,1,1,2,141
"G1100010009203405","G1100010009203",0,36,0,0,0,0,36
"G1100010009203406","G1100010009203",0,151,0,0,0,0,151
"G1100010009203501","G1100010009203",20,173,1,0,0,1,195
"G1100010009203502","G1100010009203",23,903,0,8,8,21,963
"G1100010009203601","G1100010009203",0,114,0,0,0,0,114
"G1100010009203602","G1100010009203",2,116,0,0,0,6,124
"G1100010009203603","G1100010009203",32,605,2,2,2,25,668
"G1100010009203604","G1100010009203",1,106,0,0,0,0,107
"G1100010009203605","G1100010009203",2,121,0,0,0,2,125
"G1100010009203606","G1100010009203",0,17,0,0,0,0,17
"G1100010009203607","G1100010009203",4,176,0,0,0,3,183
"G1100010009210301","G1100010009210",12,33,0,0,0,0,45
"G1100010009210304","G1100010009210",0,0,0,0,0,0,0
"G1100010009210306","G1100010009210",21,22,0,3,3,3,52
"G1100010009210307","G1100010009210",19,62,0,3,3,8,95
"G1100010009210308","G1100010009210",22,59,0,2,2,2,87
"G1100010009210309","G1100010009210",231,464,0,3,3,21,722
"G1100010009210310","G1100010009210",31,44,1,2,2,7,87
"G1100010009210311","G1100010009210",9,108,0,0,0,0,117
"G1100010009210312","G1100010009210",0,189,0,1,1,6,197
"G1100010009210401","G1100010009210",324,10,0,6,6,19,365
"G1100010009240201","G1100010009240",12,1412,3,1,1,31,1460
"G1100010009240202","G1100010009240",6,164,0,2,2,0,174
"G1100010009240203","G1100010009240",0,65,0,0,0,0,65
"G1100010009240204","G1100010009240",8,159,0,0,0,6,173
"G1100010009240205","G1100010009240",4,217,0,0,0,2,223
"G1100010009240401","G1100010009240",2,184,1,0,0,5,192
"G1100010009240402","G1100010009240",3,139,0,0,0,0,142
"G1100010009301101","G1100010009301",9,87,0,0,0,1,97
"G1100010009301102","G1100010009301",10,67,0,0,0,1,78
"G1100010009301103","G1100010009301",19,34,0,1,1,8,63
"G1100010009301104","G1100010009301",10,47,0,1,1,0,59
"G1100010009301105","G1100010009301",4,41,0,0,0,0,45
"G1100010009301106","G1100010009301",5,58,0,1,1,0,65
"G1100010009301107","G1100010009301",2,44,0,0,0,13,59
"G1100010009301108","G1100010009301",12,34,0,0,0,0,46
"G1100010009301109","G1100010009301",9,20,0,1,1,3,34
"G1100010009301110","G1100010009301",7,69,0,0,0,6,82
"G1100010009301111","G1100010009301",3,53,0,0,0,0,56
"G1100010009301112","G1100010009301",0,47,0,0,0,4,51
"G1100010009301113","G1100010009301",2,49,0,0,0,3,54
"G1100010009301114","G1100010009301",8,45,0,1,1,0,55
"G1100010009301115","G1100010009301",3,41,0,0,0,0,44
"G1100010009301201","G1100010009301",9,46,0,3,3,0,61
"G1100010009301202","G1100010009301",8,45,0,0,0,0,53
"G1100010009301203","G1100010009301",0,11,0,0,0,0,11
"G1100010009301204","G1100010009301",0,9,0,1,1,0,11
"G1100010009301205","G1100010009301",8,31,0,0,0,0,39
"G1100010009301206","G1100010009301",2,33,0,0,0,0,35
"G1100010009301207","G1100010009301",3,40,0,0,0,7,50
"G1100010009301208","G1100010009301",0,15,0,0,0,0,15
"G1100010009301209","G1100010009301",2,28,0,0,0,0,30
"G1100010009301210","G1100010009301",0,10,0,0,0,0,10
"G1100010009301211","G1100010009301",1,6,0,0,0,0,7
"G1100010009301214","G1100010009301",2,58,0,0,0,0,60
"G1100010009301301","G1100010009301",0,4,0,0,0,0,4
"G1100010009301302","G1100010009301",1,30,3,0,0,0,34
"G1100010009301303","G1100010009301",0,8,0,0,0,0,8
"G1100010009301308","G1100010009301",7,36,1,0,0,0,44
"G1100010009301310","G1100010009301",5,40,0,0,0,15,60
"G1100010009301311","G1100010009301",10,50,0,0,0,0,60
"G1100010009301312","G1100010009301",8,53,0,0,0,2,63
"G1100010009301313","G1100010009301",5,41,0,0,0,3,49
"G1100010009301401","G1100010009301",10,72,0,0,0,1,83
"G1100010009301402","G1100010009301",15,21,0,1,1,1,39
"G1100010009301403","G1100010009301",12,72,0,3,3,1,91
"G1100010009301404","G1100010009301",43,62,0,0,0,0,105
"G1100010009301405","G1100010009301",9,64,0,0,0,3,76
"G1100010009301406","G1100010009301",27,66,0,5,5,0,103
"G1100010009301407","G1100010009301",23,24,0,3,3,1,54
"G1100010009301408","G1100010009301",34,36,0,4,4,4,82
"G1100010009301409","G1100010009301",20,15,0,0,0,5,40
"G1100010009301410","G1100010009301",22,51,0,0,0,8,81
"G1100010009301501","G1100010009301",48,44,0,7,7,1,107
"G1100010009301502","G1100010009301",23,22,0,3,3,1,52
"G1100010009301507","G1100010009301",30,18,0,0,0,7,55
"G1100010009301508","G1100010009301",62,35,0,1,1,3,102
"G1100010009301509","G1100010009301",47,13,0,2,2,3,67
"G1100010009301510","G1100010009301",3,2,0,1,1,0,7
"G1100010009301511","G1100010009301",4,33,0,0,0,0,37
"G1100010009301512","G1100010009301",3,20,0,0,0,0,23
"G1100010009301601","G1100010009301",4,35,0,0,0,6,45
"G1100010009301602","G1100010009301",3,16,0,3,3,0,25
"G1100010009301603","G1100010009301",33,32,0,0,0,0,65
"G1100010009301604","G1100010009301",13,64,0,9,9,10,105
"G1100010009301605","G1100010009301",12,65,0,2,2,1,82
"G1100010009301606","G1100010009301",9,65,0,0,0,0,74
"G1100010009301607","G1100010009301",2,77,1,0,0,0,80
"G1100010009301608","G1100010009301",3,28,0,3,3,0,37
"G1100010009301609","G1100010009301",11,100,0,7,7,0,125
"G1100010009301610","G1100010009301",7,55,0,4,4,4,74
"G1100010009301611","G1100010009301",1,82,0,0,0,0,83
"G1100010009301612","G1100010009301",7,43,1,2,2,2,57
"G1100010009302701","G1100010009302",5,281,0,0,0,1,287
"G1100010009302704","G1100010009302",9,95,0,0,0,1,105
"G1100010009302705","G1100010009302",0,115,0,0,0,11,126
"G1100010009302706","G1100010009302",14,83,0,0,0,5,102
"G1100010009302707","G1100010009302",1,58,3,0,0,0,62
"G1100010009302708","G1100010009302",0,70,0,0,0,0,70
"G1100010009302711","G1100010009302",3,68,0,0,0,0,71
"G1100010009302712","G1100010009302",4,81,0,0,0,2,87
"G1100010009302801","G1100010009302",1,78,0,0,0,0,79
"G1100010009302802","G1100010009302",2,47,0,0,0,0,49
"G1100010009302803","G1100010009302",13,118,0,1,1,2,135
"G1100010009302804","G1100010009302",2,80,2,1,1,3,89
"G1100010009302805","G1100010009302",1,57,0,0,0,5,63
"G1100010009302806","G1100010009302",2,36,0,2,2,0,42
"G1100010009302808","G1100010009302",3,266,0,0,0,4,273
"G1100010009410101","G1100010009410",1,21,0,0,0,0,22
"G1100010009410102","G1100010009410",0,1,0,0,0,0,1
"G1100010009410103","G1100010009410",0,13,0,0,0,0,13
"G1100010009410104","G1100010009410",2,52,0,0,0,1,55
"G1100010009410105","G1100010009410",0,6,0,0,0,0,6
